country,year,gii_score
MUS,2017,34.82
MUS,2018,31.31
MUS,2019,30.61
MUS,2020,34.35
MUS,2021,35.2
MUS,2022,34.4
MUS,2023,32.1
MUS,2024,30.6
MWI,2011,25.96
MWI,2012,25.4
MWI,2013,26.73
MWI,2014,27.61
MWI,2015,29.71
MWI,2016,27.26
MWI,2017,23.45
MWI,2018,23.09
MWI,2019,23.0
MWI,2020,21.44
MWI,2021,22.9
MWI,2022,
MWI,2023,
MWI,2024,
MYS,2011,44.05
MYS,2012,45.9
MYS,2013,46.92
MYS,2014,45.6
MYS,2015,45.98
MYS,2016,43.36
MYS,2017,42.72
MYS,2018,43.16
MYS,2019,42.68
MYS,2020,42.42
MYS,2021,41.9
MYS,2022,38.7
MYS,2023,40.9
MYS,2024,40.5
NAM,2011,30.74
NAM,2012,34.1
NAM,2013,28.36
NAM,2014,28.47
NAM,2015,28.15
NAM,2016,28.24
NAM,2017,27.94
NAM,2018,28.03
NAM,2019,25.85
NAM,2020,22.51
NAM,2021,24.3
NAM,2022,20.6
NAM,2023,21.8
NAM,2024,20.0
NER,2011,21.41
NER,2012,18.6
NER,2013,24.03
NER,2014,24.27
NER,2015,21.22
NER,2016,20.44
NER,2017,21.18
NER,2018,20.57
NER,2019,18.13
NER,2020,17.82
NER,2021,17.8
NER,2022,14.6
NER,2023,12.4
NER,2024,11.2
NGA,2011,28.15
NGA,2012,24.6
NGA,2013,26.57
NGA,2014,27.79
NGA,2015,23.72
NGA,2016,23.15
NGA,2017,21.92
NGA,2018,22.37
NGA,2019,23.93
NGA,2020,20.13
NGA,2021,20.1
NGA,2022,16.9
NGA,2023,18.4
NGA,2024,17.1
NIC,2011,25.78
NIC,2012,26.7
NIC,2013,27.1
NIC,2014,25.47
NIC,2015,23.47
NIC,2016,23.06
NIC,2017,
NIC,2018,
NIC,2019,22.55
NIC,2020,
NIC,2021,
NIC,2022,18.1
NIC,2023,16.9
NIC,2024,14.0
NLD,2011,56.31
NLD,2012,60.5
NLD,2013,61.14
NLD,2014,60.59
NLD,2015,61.58
NLD,2016,58.29
NLD,2017,63.36
NLD,2018,63.32
NLD,2019,61.44
NLD,2020,58.76
NLD,2021,58.6
NLD,2022,58.0
NLD,2023,60.4
NLD,2024,58.8
NOR,2011,52.6
NOR,2012,56.4
NOR,2013,55.64
NOR,2014,55.59
NOR,2015,53.8
NOR,2016,52.01
NOR,2017,53.14
NOR,2018,52.63
NOR,2019,51.87
NOR,2020,49.29
NOR,2021,50.4
NOR,2022,48.8
NOR,2023,50.7
NOR,2024,49.1
NPL,2011,
NPL,2012,26.0
NPL,2013,24.97
NPL,2014,23.79
NPL,2015,21.08
NPL,2016,23.13
NPL,2017,24.2
NPL,2018,24.17
NPL,2019,24.85
NPL,2020,24.35
NPL,2021,22.5
NPL,2022,17.6
NPL,2023,18.8
NPL,2024,18.1
NZL,2011,53.79
NZL,2012,56.6
NZL,2013,54.46
NZL,2014,54.52
NZL,2015,55.92
NZL,2016,54.23
NZL,2017,52.87
NZL,2018,51.29
NZL,2019,49.55
NZL,2020,47.01
NZL,2021,47.5
NZL,2022,47.2
NZL,2023,46.6
NZL,2024,45.9
OMN,2011,35.51
OMN,2012,39.5
OMN,2013,33.25
OMN,2014,33.87
OMN,2015,35.0
OMN,2016,32.21
OMN,2017,31.83
OMN,2018,32.8
OMN,2019,30.98
OMN,2020,26.5
OMN,2021,29.4
OMN,2022,26.8
OMN,2023,28.4
OMN,2024,27.1
PAK,2011,26.75
PAK,2012,23.1
PAK,2013,23.33
PAK,2014,24.0
PAK,2015,23.07
PAK,2016,22.63
PAK,2017,23.8
PAK,2018,24.12
PAK,2019,25.36
PAK,2020,22.31
PAK,2021,24.4
PAK,2022,23.0
PAK,2023,23.3
PAK,2024,22.0
PAN,2011,30.77
PAN,2012,30.9
PAN,2013,31.82
PAN,2014,38.3
PAN,2015,36.8
PAN,2016,33.49
PAN,2017,34.98
PAN,2018,32.37
PAN,2019,31.51
PAN,2020,29.04
PAN,2021,28.0
PAN,2022,25.7
PAN,2023,25.3
PAN,2024,24.7
PER,2011,30.34
PER,2012,34.1
PER,2013,35.96
PER,2014,34.73
PER,2015,34.87
PER,2016,32.51
PER,2017,32.9
PER,2018,31.8
PER,2019,32.93
PER,2020,28.79
PER,2021,31.2
PER,2022,29.1
PER,2023,27.7
PER,2024,26.7
PHL,2011,28.98
PHL,2012,29.0
PHL,2013,31.18
PHL,2014,29.87
PHL,2015,31.05
PHL,2016,31.83
PHL,2017,32.48
PHL,2018,31.56
PHL,2019,36.18
PHL,2020,35.19
PHL,2021,35.3
PHL,2022,30.7
PHL,2023,32.2
PHL,2024,31.1
POL,2011,38.02
POL,2012,40.4
POL,2013,40.12
POL,2014,40.64
POL,2015,40.16
POL,2016,40.22
POL,2017,41.99
POL,2018,41.67
POL,2019,41.31
POL,2020,39.95
POL,2021,39.9
POL,2022,37.5
POL,2023,37.7
POL,2024,37.0
PRT,2011,42.4
PRT,2012,45.3
PRT,2013,45.1
PRT,2014,45.63
PRT,2015,46.61
PRT,2016,46.45
PRT,2017,46.05
PRT,2018,45.71
PRT,2019,44.65
PRT,2020,43.51
PRT,2021,44.2
PRT,2022,42.1
PRT,2023,44.9
PRT,2024,43.7
PRY,2011,31.17
PRY,2012,31.6
PRY,2013,30.28
PRY,2014,31.59
PRY,2015,30.69
PRY,2016,28.2
PRY,2017,30.3
PRY,2018,28.66
PRY,2019,27.09
PRY,2020,24.14
PRY,2021,26.4
PRY,2022,22.7
PRY,2023,21.4
PRY,2024,21.9
QAT,2011,47.74
QAT,2012,45.5
QAT,2013,41.0
QAT,2014,40.31
QAT,2015,39.01
QAT,2016,37.47
QAT,2017,37.9
QAT,2018,36.56
QAT,2019,33.86
QAT,2020,30.81
QAT,2021,31.5
QAT,2022,32.9
QAT,2023,33.4
QAT,2024,32.9
ROU,2011,36.83
ROU,2012,37.8
ROU,2013,40.33
ROU,2014,38.08
ROU,2015,38.2
ROU,2016,37.9
ROU,2017,39.16
ROU,2018,37.59
ROU,2019,36.76
ROU,2020,35.95
ROU,2021,35.6
ROU,2022,34.1
ROU,2023,34.7
ROU,2024,33.4
RUS,2011,35.85
RUS,2012,37.9
RUS,2013,37.2
RUS,2014,39.14
RUS,2015,39.32
RUS,2016,38.5
RUS,2017,38.76
RUS,2018,37.9
RUS,2019,37.62
RUS,2020,35.63
RUS,2021,36.6
RUS,2022,34.3
RUS,2023,33.3
RUS,2024,29.7
RWA,2011,25.86
RWA,2012,27.9
RWA,2013,27.64
RWA,2014,29.31
RWA,2015,30.09
RWA,2016,29.96
RWA,2017,27.36
RWA,2018,26.54
RWA,2019,27.38
RWA,2020,25.06
RWA,2021,23.9
RWA,2022,18.7
RWA,2023,20.6
RWA,2024,19.7
SAU,2011,36.44
SAU,2012,39.3
SAU,2013,41.21
SAU,2014,41.61
SAU,2015,40.65
SAU,2016,37.75
SAU,2017,36.17
SAU,2018,34.27
SAU,2019,32.93
SAU,2020,30.94
SAU,2021,31.8
SAU,2022,33.4
SAU,2023,34.5
SAU,2024,33.9
SDN,2011,20.36
SDN,2012,16.8
SDN,2013,19.81
SDN,2014,12.66
SDN,2015,14.95
SDN,2016,
SDN,2017,
SDN,2018,
SDN,2019,
SDN,2020,
SDN,2021,
SDN,2022,
SDN,2023,
SDN,2024,
SEN,2011,27.56
SEN,2012,28.8
SEN,2013,30.48
SEN,2014,30.06
SEN,2015,30.95
SEN,2016,26.14
SEN,2017,27.11
SEN,2018,26.53
SEN,2019,26.83
SEN,2020,23.75
SEN,2021,23.3
SEN,2022,19.9
SEN,2023,22.5
SEN,2024,22.0
SGP,2011,59.64
SGP,2012,63.5
SGP,2013,59.41
SGP,2014,59.24
SGP,2015,59.36
SGP,2016,59.16
SGP,2017,58.69
SGP,2018,59.83
SGP,2019,58.37
SGP,2020,56.61
SGP,2021,57.8
SGP,2022,57.3
SGP,2023,61.5
SGP,2024,61.2
SLV,2011,29.14
SLV,2012,29.5
SLV,2013,31.32
SLV,2014,29.08
SLV,2015,29.31
SLV,2016,26.56
SLV,2017,26.68
SLV,2018,25.11
SLV,2019,24.89
SLV,2020,24.85
SLV,2021,25.0
SLV,2022,19.9
SLV,2023,21.8
SLV,2024,20.6
SRB,2011,36.31
SRB,2012,40.0
SRB,2013,37.87
SRB,2014,35.89
SRB,2015,36.47
SRB,2016,33.75
SRB,2017,35.34
SRB,2018,35.46
SRB,2019,35.71
SRB,2020,34.33
SRB,2021,35.0
SRB,2022,32.3
SRB,2023,33.1
SRB,2024,32.3
SVK,2011,39.05
SVK,2012,41.4
SVK,2013,42.25
SVK,2014,41.89
SVK,2015,42.99
SVK,2016,41.7
SVK,2017,43.43
SVK,2018,42.88
SVK,2019,42.05
SVK,2020,39.7
SVK,2021,40.2
SVK,2022,34.3
SVK,2023,36.2
SVK,2024,34.3
SVN,2011,45.07
SVN,2012,49.9
SVN,2013,47.32
SVN,2014,47.23
SVN,2015,48.49
SVN,2016,45.97
SVN,2017,45.8
SVN,2018,46.87
SVN,2019,45.25
SVN,2020,42.91
SVN,2021,44.1
SVN,2022,40.6
SVN,2023,42.2
SVN,2024,40.2
SWE,2011,62.12
SWE,2012,64.8
SWE,2013,61.36
SWE,2014,62.29
SWE,2015,62.4
SWE,2016,63.57
SWE,2017,63.82
SWE,2018,63.08
SWE,2019,63.65
SWE,2020,62.47
SWE,2021,63.1
SWE,2022,61.6
SWE,2023,64.2
SWE,2024,64.5
SWZ,2011,27.52
SWZ,2012,32.0
SWZ,2013,29.6
SWZ,2014,25.33
SWZ,2015,25.37
SWZ,2016,
SWZ,2017,
SWZ,2018,
SWZ,2019,
SWZ,2020,
SWZ,2021,
SWZ,2022,
SWZ,2023,
SWZ,2024,
SYC,2011,
SYC,2012,
SYC,2013,
SYC,2014,38.56
SYC,2015,36.44
SYC,2016,
SYC,2017,
SYC,2018,
SYC,2019,
SYC,2020,
SYC,2021,
SYC,2022,
SYC,2023,
SYC,2024,
SYR,2011,24.82
SYR,2012,23.1
SYR,2013,23.73
SYR,2014,
SYR,2015,
SYR,2016,
SYR,2017,
SYR,2018,
SYR,2019,
SYR,2020,
SYR,2021,
SYR,2022,
SYR,2023,
SYR,2024,
TGO,2011,
TGO,2012,20.5
TGO,2013,23.04
TGO,2014,17.65
TGO,2015,18.43
TGO,2016,18.42
TGO,2017,18.41
TGO,2018,18.91
TGO,2019,18.54
TGO,2020,18.54
TGO,2021,19.3
TGO,2022,15.1
TGO,2023,16.9
TGO,2024,15.6
THA,2011,37.63
THA,2012,36.9
THA,2013,37.63
THA,2014,39.28
THA,2015,38.1
THA,2016,36.51
THA,2017,37.57
THA,2018,38.0
THA,2019,38.63
THA,2020,36.68
THA,2021,37.2
THA,2022,34.9
THA,2023,37.1
THA,2024,36.9
TJK,2011,24.5
TJK,2012,26.4
TJK,2013,30.0
TJK,2014,23.73
TJK,2015,27.46
TJK,2016,29.62
TJK,2017,28.16
TJK,2018,26.51
TJK,2019,26.43
TJK,2020,22.23
TJK,2021,23.9
TJK,2022,18.8
TJK,2023,18.3
TJK,2024,18.6
TTO,2011,32.17
TTO,2012,32.5
TTO,2013,33.17
TTO,2014,31.56
TTO,2015,32.18
TTO,2016,
TTO,2017,29.75
TTO,2018,26.95
TTO,2019,28.08
TTO,2020,24.14
TTO,2021,24.8
TTO,2022,19.8
TTO,2023,20.7
TTO,2024,18.4
TUN,2011,33.89
TUN,2012,36.5
TUN,2013,35.82
TUN,2014,32.94
TUN,2015,33.48
TUN,2016,30.55
TUN,2017,32.3
TUN,2018,32.86
TUN,2019,32.83
TUN,2020,31.21
TUN,2021,30.7
TUN,2022,27.9
TUN,2023,26.9
TUN,2024,25.4
TUR,2011,34.11
TUR,2012,34.1
TUR,2013,36.03
TUR,2014,38.2
TUR,2015,37.81
TUR,2016,39.03
TUR,2017,38.9
TUR,2018,37.42
TUR,2019,36.95
TUR,2020,34.9
TUR,2021,38.3
TUR,2022,38.1
TUR,2023,38.6
TUR,2024,39.0
TZA,2011,26.88
TZA,2012,23.9
TZA,2013,26.35
TZA,2014,25.6
TZA,2015,27.0
TZA,2016,26.35
TZA,2017,27.97
TZA,2018,28.07
TZA,2019,26.63
TZA,2020,25.57
TZA,2021,25.6
TZA,2022,19.4
TZA,2023,17.4
TZA,2024,15.3
UGA,2011,26.37
UGA,2012,25.6
UGA,2013,31.21
UGA,2014,31.14
UGA,2015,27.65
UGA,2016,27.14
UGA,2017,26.97
UGA,2018,25.32
UGA,2019,25.6
UGA,2020,20.54
UGA,2021,20.0
UGA,2022,15.7
UGA,2023,16.0
UGA,2024,14.9
UKR,2011,35.01
UKR,2012,36.1
UKR,2013,35.78
UKR,2014,36.26
UKR,2015,36.45
UKR,2016,35.72
UKR,2017,37.62
UKR,2018,38.52
UKR,2019,37.4
UKR,2020,36.32
UKR,2021,35.6
UKR,2022,31.0
UKR,2023,32.8
UKR,2024,29.5
URY,2011,34.18
URY,2012,35.1
URY,2013,38.08
URY,2014,34.76
URY,2015,35.76
URY,2016,34.28
URY,2017,34.53
URY,2018,34.2
URY,2019,34.32
URY,2020,30.84
URY,2021,32.2
URY,2022,29.2
URY,2023,30.0
URY,2024,29.1
USA,2011,56.57
USA,2012,57.7
USA,2013,60.31
USA,2014,60.09
USA,2015,60.1
USA,2016,61.4
USA,2017,61.4
USA,2018,59.81
USA,2019,61.73
USA,2020,60.56
USA,2021,61.3
USA,2022,61.8
USA,2023,63.5
USA,2024,62.4
UZB,2011,
UZB,2012,23.9
UZB,2013,23.87
UZB,2014,25.2
UZB,2015,25.89
UZB,2016,
UZB,2017,
UZB,2018,
UZB,2019,
UZB,2020,24.54
UZB,2021,27.4
UZB,2022,25.3
UZB,2023,26.2
UZB,2024,24.7
VEN,2011,27.41
VEN,2012,25.4
VEN,2013,27.25
VEN,2014,25.66
VEN,2015,22.77
VEN,2016,22.32
VEN,2017,
VEN,2018,
VEN,2019,
VEN,2020,
VEN,2021,
VEN,2022,
VEN,2023,
VEN,2024,
VNM,2011,36.71
VNM,2012,33.9
VNM,2013,34.82
VNM,2014,34.89
VNM,2015,38.35
VNM,2016,35.37
VNM,2017,38.34
VNM,2018,37.94
VNM,2019,38.84
VNM,2020,37.12
VNM,2021,37.0
VNM,2022,34.2
VNM,2023,36.0
VNM,2024,36.2
YEM,2011,20.72
YEM,2012,19.2
YEM,2013,19.32
YEM,2014,19.53
YEM,2015,20.8
YEM,2016,14.55
YEM,2017,15.64
YEM,2018,15.04
YEM,2019,14.49
YEM,2020,13.56
YEM,2021,15.4
YEM,2022,13.8
YEM,2023,
YEM,2024,
ZAF,2011,35.22
ZAF,2012,37.4
ZAF,2013,37.6
ZAF,2014,38.25
ZAF,2015,37.45
ZAF,2016,35.85
ZAF,2017,35.8
ZAF,2018,35.13
ZAF,2019,34.04
ZAF,2020,32.67
ZAF,2021,32.7
ZAF,2022,29.8
ZAF,2023,30.4
ZAF,2024,28.3
ZMB,2011,25.27
ZMB,2012,26.4
ZMB,2013,26.79
ZMB,2014,25.76
ZMB,2015,24.64
ZMB,2016,19.92
ZMB,2017,20.83
ZMB,2018,20.66
ZMB,2019,20.36
ZMB,2020,19.39
ZMB,2021,19.8
ZMB,2022,15.8
ZMB,2023,16.4
ZMB,2024,15.7
ZWE,2011,23.54
ZWE,2012,25.7
ZWE,2013,23.98
ZWE,2014,24.31
ZWE,2015,22.52
ZWE,2016,
ZWE,2017,21.8
ZWE,2018,23.15
ZWE,2019,22.3
ZWE,2020,19.97
ZWE,2021,21.9
ZWE,2022,18.1
ZWE,2023,16.5
ZWE,2024,15.6
