country,year,resource_rents_pct_gdp
BDI,2014,250.540481111877
BDI,2015,280.966831311923
BDI,2016,235.286205393908
BDI,2017,236.694472592753
BDI,2018,224.89939239264
BDI,2019,210.236494521532
BDI,2020,210.008139902508
BDI,2021,214.091455416133
BEL,2011,47760.8298776546
BEL,2012,44874.1709182123
BEL,2013,46964.5946777056
BEL,2014,47995.7786961339
BEL,2015,40893.804537772
BEL,2016,41854.5498296444
BEL,2017,44035.3239358548
BEL,2018,47487.2100392561
BEL,2019,46716.6227467964
BEL,2020,45906.2875805246
BEL,2021,51655.7883303715
BEN,2011,1059.41358915783
BEN,2012,1071.52583567484
BEN,2013,1168.92699314206
BEN,2014,1204.39918700511
BEN,2015,1002.41886882564
BEN,2016,1010.53389609187
BEN,2017,1054.97408141687
BEN,2018,1151.74096952152
BEN,2019,1130.82135304977
BEN,2020,1197.50136428063
BEN,2021,1318.83497843483
BFA,2011,725.024767725475
BFA,2012,731.470138867833
BFA,2013,759.762065168498
BFA,2014,764.861675106225
BFA,2015,630.124750752312
BFA,2016,663.742364842886
BFA,2017,709.091535894695
BFA,2018,777.465618514048
BFA,2019,764.853077774946
BFA,2020,825.237038782475
BFA,2021,895.535288442991
BGD,2011,837.336944695647
BGD,2012,859.680536375497
BGD,2013,958.262989798283
BGD,2014,1094.46199702838
BGD,2015,1224.38647668165
BGD,2016,1649.28380858601
BGD,2017,1811.08221668646
BGD,2018,1965.24372731467
BGD,2019,2129.79896954606
BGD,2020,2248.85078828233
BGD,2021,2482.84917843357
BGR,2011,7857.16706984441
BGR,2012,7430.7373804242
BGR,2013,7687.71368243317
BGR,2014,7912.27484371138
BGR,2015,7078.86032298969
BGR,2016,7570.93165511708
BGR,2017,8381.88134621669
BGR,2018,9436.14479876055
BGR,2019,9838.60058985384
BGR,2020,10198.5388313404
BGR,2021,12274.0775950496
BHR,2011,25032.7867743333
BHR,2012,26438.6733230428
BHR,2013,26989.7601148469
BHR,2014,26451.7965647453
BHR,2015,23734.0551143019
BHR,2016,23800.001440631
BHR,2017,24784.7693514607
BHR,2018,26324.4066549559
BHR,2019,27259.7438599327
BHR,2020,24342.8444554718
BHR,2021,27147.8083882286
BHS,2011,27090.8376801379
BHS,2012,28552.0242683151
BHS,2013,27432.9534269421
BHS,2014,28705.6170840548
BHS,2015,30289.4022514831
BHS,2016,30266.5859220987
BHS,2017,31337.1832464755
BHS,2018,32124.4051059669
BHS,2019,32979.5401279534
BHS,2020,25155.6725432789
BHS,2021,28682.3270000732
BIH,2011,4982.69375768263
BIH,2012,4693.78899115381
BIH,2013,5034.56616016469
BIH,2014,5206.06558252
BIH,2015,4662.25883724069
BIH,2016,4928.5665251728
BIH,2017,5345.01985489192
BIH,2018,6047.84584261133
BIH,2019,6122.3753450882
BIH,2020,6130.31133245161
BIH,2021,7295.3438240957
BLR,2011,6527.6593428786
BLR,2012,6953.21591683101
BLR,2013,7998.0802045456
BLR,2014,8341.29014337961
BLR,2015,5967.06856034227
BLR,2016,5039.77560949445
BLR,2017,5785.53397723676
BLR,2018,6360.05310087258
BLR,2019,6837.76832136779
BLR,2020,6542.8645398436
BLR,2021,7489.71894713888
BLZ,2011,5582.22170621269
BLZ,2012,5709.68918765363
BLZ,2013,5950.20299917747
BLZ,2014,6128.14288539305
BLZ,2015,6154.49593498217
BLZ,2016,6142.49873185177
BLZ,2017,6072.58267640581
BLZ,2018,6031.28139580144
BLZ,2019,6190.04792278445
BLZ,2020,5227.19363786168
BLZ,2021,6122.61158580079
BMU,2011,99049.0169927667
BMU,2012,100213.493385287
BMU,2013,101704.40746217
BMU,2014,100961.576602811
BMU,2015,104855.366822135
BMU,2016,108747.356144305
BMU,2017,112339.425587467
BMU,2018,113204.82210838
BMU,2019,115798.040775578
BMU,2020,106973.175732348
BMU,2021,112712.025120653
BOL,2011,2315.52121930607
BOL,2012,2575.59857098084
BOL,2013,2870.02377000756
BOL,2014,3041.43503118107
BOL,2015,2996.01289804214
BOL,2016,3035.8734778704
BOL,2017,3306.30301176558
BOL,2018,3500.72642189371
BOL,2019,3503.8960106182
BOL,2020,3099.94219044572
BOL,2021,3384.84486479247
BRA,2011,13396.6243566047
BRA,2012,12521.7213530369
BRA,2013,12458.891214816
BRA,2014,12274.9939689363
BRA,2015,8936.19661756825
BRA,2016,8836.28652636996
BRA,2017,10080.5092817775
BRA,2018,9300.66164936497
BRA,2019,9029.83326742175
BRA,2020,7074.19378281866
BRA,2021,7972.53665048385
BRB,2011,19345.9953139542
BRB,2012,19034.0708028512
BRB,2013,19308.0091116993
BRB,2014,19277.9423599235
BRB,2015,18954.2913724506
BRB,2016,19065.8069800213
BRB,2017,19692.7606711615
BRB,2018,20055.915870771
BRB,2019,20583.7265786414
BRB,2020,18347.1109131055
BRB,2021,18696.7858952957
BRN,2011,46382.8274456238
BRN,2012,46968.5971144517
BRN,2013,44003.0644293856
BRN,2014,41026.508391054
BRN,2015,30625.128732694
BRN,2016,26663.2973199878
BRN,2017,28024.3824618568
BRN,2018,30988.1190497851
BRN,2019,30426.5730284202
BRN,2020,26834.3592463839
BRN,2021,31006.9636220576
BTN,2011,2787.97967689425
BTN,2012,2751.21288653263
BTN,2013,2679.95217216983
BTN,2014,2849.49998659935
BTN,2015,2954.04081973327
BTN,2016,3152.30905081592
BTN,2017,3435.28804814561
BTN,2018,3400.20417159422
BTN,2019,3576.87987077877
BTN,2020,3191.66907031782
BTN,2021,3570.61257915864
BWA,2011,7287.38295334919
BWA,2012,6595.53845015424
BWA,2013,6666.91219583487
BWA,2014,7122.36423421503
BWA,2015,6141.20394726616
BWA,2016,6749.05994339013
BWA,2017,7104.96401088027
BWA,2018,7407.95940141786
BWA,2019,7172.08956480028
BWA,2020,6323.31419156209
BWA,2021,7808.20623956293
CAF,2011,534.057281471636
CAF,2012,544.395849142785
CAF,2013,364.36696260838
CAF,2014,409.8504859647
CAF,2015,366.322853938121
CAF,2016,387.176203444318
CAF,2017,432.324025684263
CAF,2018,455.243962859534
CAF,2019,449.228467602439
CAF,2020,462.879071294011
CAF,2021,492.263142830507
CAN,2011,52223.8588398531
CAN,2012,52670.3447335415
CAN,2013,52638.1187235237
CAN,2014,50960.8431174661
CAN,2015,43594.1941045394
CAN,2016,42314.0615817218
CAN,2017,45129.628116623
CAN,2018,46539.1761570405
CAN,2019,46352.8693445211
CAN,2020,43537.839298904
CAN,2021,52496.8441693242
CHE,2011,90476.7589651577
CHE,2012,85836.2076767359
CHE,2013,87304.3305813557
CHE,2014,88724.9909402638
CHE,2015,83806.4476003837
CHE,2016,82153.0745447889
CHE,2017,82254.3769269767
CHE,2018,85217.3691512274
CHE,2019,84121.9310304414
CHE,2020,85897.7843338323
CHE,2021,93446.4344518943
CHI,2011,60419.2325098421
CHI,2012,58813.9366544241
CHI,2013,59304.8512474695
CHI,2014,64700.7425701916
CHI,2015,61852.0736534587
CHI,2016,55950.1485360363
CHI,2017,55806.5709126142
CHI,2018,60783.3533081111
CHI,2019,60568.1085272721
CHI,2020,56785.9402392525
CHI,2021,66912.1750054447
CHL,2011,14487.3927827263
CHL,2012,15241.9069977366
CHL,2013,15683.54863663
CHL,2014,14529.6767210362
CHL,2015,13433.9202985339
CHL,2016,13649.8520455553
CHL,2017,14879.9086230423
CHL,2018,15659.4808675628
CHL,2019,14495.716721687
CHL,2020,13114.815470545
CHL,2021,16216.5706467899
CHN,2011,5614.38602225277
CHN,2012,6300.58217951734
CHN,2013,7020.3860742288
CHN,2014,7636.07434020616
CHN,2015,8016.44559489998
CHN,2016,8094.39016735149
CHN,2017,8817.04560829162
CHN,2018,9905.40638304527
CHN,2019,10143.8602206165
CHN,2020,10408.7195541075
CHN,2021,12617.5051041181
CIV,2011,1596.62826565998
CIV,2012,1546.9460184731
CIV,2013,1786.15862031324
CIV,2014,1991.36539423404
CIV,2015,1814.71855088017
CIV,2016,1862.59597081287
CIV,2017,1964.29930338343
CIV,2018,2130.86619381144
CIV,2019,2141.76836170115
CIV,2020,2179.72934832935
CIV,2021,2455.98127641148
CMR,2011,1513.96056994878
CMR,2012,1449.09874362279
CMR,2013,1575.92882118897
CMR,2014,1649.4433905949
CMR,2015,1415.00009710569
CMR,2016,1441.7201725688
CMR,2017,1496.08951771242
CMR,2018,1610.69641591017
CMR,2019,1555.22660476477
CMR,2020,1555.60370660749
CMR,2021,1672.32657340872
COD,2011,364.714191777632
COD,2012,400.059901824342
COD,2013,431.191528160935
COD,2014,458.004541775676
COD,2015,467.9145805459
COD,2016,442.310472110228
COD,2017,436.584534687385
COD,2018,528.256019777898
COD,2019,557.044161335917
COD,2020,507.521230077872
COD,2021,558.034077296358
COG,2011,3396.16505817952
COG,2012,3732.32737320389
COG,2013,3697.41705884249
COG,2014,3601.2365808718
COG,2015,2439.35189403696
COG,2016,2093.10728558843
COG,2017,2211.63309874797
COG,2018,2694.43413191427
COG,2019,2488.42466724916
COG,2020,1993.586671931
COG,2021,2516.16255145432
COL,2011,7400.9940695669
COL,2012,8108.59838244229
COL,2013,8279.10255642981
COL,2014,8187.20824890084
COL,2015,6248.51490534512
COL,2016,5959.84250367574
COL,2017,6479.53231292429
COL,2018,6816.96818309544
COL,2019,6472.54544924705
COL,2020,5339.68711357943
COL,2021,6222.62164397614
COM,2011,1531.43789372951
COM,2012,1490.31511351281
COM,2013,1603.32797107303
COM,2014,1615.71723662012
COM,2015,1329.37048235986
COM,2016,1365.48403444497
COM,2017,1423.9248027797
COM,2018,1540.71132257526
COM,2019,1519.26386436068
COM,2020,1527.16991011916
COM,2021,1584.12450153608
CPV,2011,4002.01386888785
CPV,2012,3736.81517011087
CPV,2013,3960.97596791345
CPV,2014,3985.60706548134
CPV,2015,3415.06266730931
CPV,2016,3608.96606551232
CPV,2017,3893.09572292025
CPV,2018,4294.96510456428
CPV,2019,4380.7811916403
CPV,2020,3539.22662027109
CPV,2021,3971.4440744985
CRI,2011,9276.39107511347
CRI,2012,10126.9991024177
CRI,2013,10803.2401962173
CRI,2014,10911.497878334
CRI,2015,11714.7105980732
CRI,2016,12091.0301606154
CRI,2017,12317.0902771304
CRI,2018,12590.2493781614
CRI,2019,12884.6859951989
CRI,2020,12394.0493969492
CRI,2021,12838.1185358931
CUB,2011,6104.46105236166
CUB,2012,6470.83673392653
CUB,2013,6828.36428245396
CUB,2014,7146.70459051328
CUB,2015,7727.91997207998
CUB,2016,8110.55873961397
CUB,2017,8610.60829531998
CUB,2018,8911.46205964193
CUB,2019,9232.26115935183
CUB,2020,9605.26125067263
CUB,2021,
CUW,2011,19426.326382752
CUW,2012,19809.8223198624
CUW,2013,19721.2921646576
CUW,2014,19623.029993395
CUW,2015,19361.8130008678
CUW,2016,18944.0961493998
CUW,2017,18938.2440469703
CUW,2018,19119.1243941688
CUW,2019,19220.6866958303
CUW,2020,16356.0933594414
CUW,2021,17980.0888397547
CYM,2011,75280.960764889
CYM,2012,75101.59136128
CYM,2013,75113.7332398618
CYM,2014,75845.3060407986
CYM,2015,76379.2095108681
CYM,2016,77802.2541567187
CYM,2017,80053.9444506891
CYM,2018,83865.5531568184
CYM,2019,88254.2903677044
CYM,2020,82338.7982853661
CYM,2021,86438.445257404
CYP,2011,32485.796875
CYP,2012,28991.935546875
CYP,2013,27797.45703125
CYP,2014,27244.3515625
CYP,2015,23487.228515625
CYP,2016,24715.154296875
CYP,2017,26696.990234375
CYP,2018,29599.986328125
CYP,2019,29703.052734375
CYP,2020,28649.015625
CYP,2021,33734.29296875
CZE,2011,22049.1080788682
CZE,2012,20014.0354015165
CZE,2013,20260.4954999375
CZE,2014,20038.4163180257
CZE,2015,17931.5987670768
CZE,2016,18753.9686718096
CZE,2017,20913.197632212
CZE,2018,23705.9329811299
CZE,2019,24062.7190013343
CZE,2020,23472.8915454417
CZE,2021,27696.4619527544
DEU,2011,47646.582043143
DEU,2012,44735.5882319701
DEU,2013,47220.0102098851
DEU,2014,48971.0824722599
DEU,2015,41911.0109851054
DEU,2016,42961.0356905775
DEU,2017,45526.5999576533
DEU,2018,48874.8595028454
DEU,2019,47623.8656074829
DEU,2020,47379.765194548
DEU,2021,52265.6541620571
DJI,2011,1306.34552844977
DJI,2012,1400.19357858954
DJI,2013,2074.29668941495
DJI,2014,2208.67810285113
DJI,2015,2376.12554719873
DJI,2016,2510.4300076241
DJI,2017,2618.95521147369
DJI,2018,2718.0853229414
DJI,2019,2837.17103336917
DJI,2020,2881.99924450145
DJI,2021,3019.69343880209
DMA,2011,7255.67210585964
DMA,2012,7031.39987118111
DMA,2013,7147.61954093518
DMA,2014,7395.30259658718
DMA,2015,7679.83293618857
DMA,2016,8278.44768597003
DMA,2017,7614.34028048137
DMA,2018,8137.56520624242
DMA,2019,9009.09011545429
DMA,2020,7461.77933220095
DMA,2021,8262.65091316727
DNK,2011,61809.737898222
DNK,2012,58443.7747103968
DNK,2013,61377.5940590412
DNK,2014,62520.4509747011
DNK,2015,53094.0133607574
DNK,2016,54500.9260410217
DNK,2017,57521.5514992225
DNK,2018,61324.7665045565
DNK,2019,59404.2663247723
DNK,2020,60985.4885601514
DNK,2021,69727.9873677012
DOM,2011,5834.70590719826
DOM,2012,6025.72582713231
DOM,2013,6149.02748927076
DOM,2014,6512.50771431953
DOM,2015,6819.93225155181
DOM,2016,7174.82349574
DOM,2017,7499.69286187019
DOM,2018,7934.98141208525
DOM,2019,8164.22080932117
DOM,2020,7162.29175242114
DOM,2021,8472.47982000992
DZA,2011,5916.31364364343
DZA,2012,6033.64884689543
DZA,2013,5979.60138960585
DZA,2014,6094.69392314956
DZA,2015,4685.05902729002
DZA,2016,4424.98529027556
DZA,2017,4554.66753957828
DZA,2018,4577.21029180491
DZA,2019,4468.45341883656
DZA,2020,3743.5419522929
DZA,2021,4160.55926736925
ECU,2011,5153.6916424375
ECU,2012,5634.08393191094
ECU,2013,6109.29031510341
ECU,2014,6405.79979300441
ECU,2015,5976.1596805651
ECU,2016,5917.63771271481
ECU,2017,6233.32244797718
ECU,2018,6303.91892523596
ECU,2019,6205.05759479761
ECU,2020,5463.64509649315
ECU,2021,6075.8026572556
EGY,2011,2590.64384891965
EGY,2012,2996.0677072015
EGY,2013,3025.52563552448
EGY,2014,3133.39102265541
EGY,2015,3306.98159414141
EGY,2016,3270.6287768197
EGY,2017,2395.10333299491
EGY,2018,2484.70315630508
EGY,2019,2962.98892023003
EGY,2020,3511.11381026379
EGY,2021,3827.35415374308
ERI,2011,688.68165957684
ERI,2012,
ERI,2013,
ERI,2014,
ERI,2015,
ERI,2016,
ERI,2017,
ERI,2018,
ERI,2019,
ERI,2020,
ERI,2021,
ESP,2011,31824.6219134777
ESP,2012,28456.4438151477
ESP,2013,29218.9105170888
ESP,2014,29694.8874886229
ESP,2015,25969.8383138327
ESP,2016,26740.6851818829
ESP,2017,28367.9392609439
ESP,2018,30592.1264795541
ESP,2019,29776.2011500384
ESP,2020,27230.3599933583
ESP,2021,30817.6828559001
EST,2011,17555.5455239426
EST,2012,17568.2137969714
EST,2013,19310.3874900757
EST,2014,20581.7898991695
EST,2015,17722.1557669523
EST,2016,18666.3736521706
EST,2017,20851.5223496861
EST,2018,23618.1361254581
EST,2019,24021.2501413306
EST,2020,23933.9939421065
EST,2021,27953.7670230126
ETH,2011,343.024942351887
ETH,2012,452.101031885754
ETH,2013,484.039833104062
ETH,2014,549.986577082588
ETH,2015,621.845673808133
ETH,2016,696.195884706786
ETH,2017,745.632449222154
ETH,2018,747.968143637014
ETH,2019,828.70897229725
ETH,2020,905.313175805855
ETH,2021,910.947840320752
FIN,2011,51060.3242589767
FIN,2012,47551.6740841369
FIN,2013,49691.0145200739
FIN,2014,50073.7760815871
FIN,2015,42560.3456767103
FIN,2016,43451.2562442158
FIN,2017,46085.0174739036
FIN,2018,49654.2497035329
FIN,2019,48358.1807773701
FIN,2020,48828.6846862799
FIN,2021,53099.1351400148
FJI,2011,4139.60288609702
FJI,2012,4341.40338748749
FJI,2013,4572.44377544245
FJI,2014,5293.35679137747
FJI,2015,5097.53108832569
FJI,2016,5363.79025590254
FJI,2017,5826.84814087383
FJI,2018,6085.41979209299
FJI,2019,5950.82868635508
FJI,2020,4844.42129036462
FJI,2021,4696.17101880318
FRA,2011,43929.7840873812
FRA,2012,40863.5814412333
FRA,2013,42669.1795111893
FRA,2014,43148.0459288416
FRA,2015,36702.4323733379
FRA,2016,37024.2157133669
FRA,2017,38687.1626407164
FRA,2018,41418.1766484844
FRA,2019,40408.2848574751
FRA,2020,39169.8606000707
FRA,2021,43725.0999521245
FRO,2011,51618.9907766392
FRO,2012,50261.9616267693
FRO,2013,55758.2083680611
FRO,2014,60172.0632541664
FRO,2015,52635.0375463609
FRO,2016,56875.2803813296
FRO,2017,59384.9862077969
FRO,2018,62524.0387361638
FRO,2019,63064.6343127366
FRO,2020,62236.0866558197
FRO,2021,68736.505610554
FSM,2011,2890.50493045368
FSM,2012,3033.16989526369
FSM,2013,2933.88333441237
FSM,2014,2945.41495996162
FSM,2015,2911.16211045292
FSM,2016,2979.60119184048
FSM,2017,3279.10779039285
FSM,2018,3566.58690371125
FSM,2019,3572.65918282222
FSM,2020,3353.8894298388
FSM,2021,3493.87228552999
GAB,2011,10219.1139339454
GAB,2012,9296.96587941088
GAB,2013,9197.70106323947
GAB,2014,9201.36276648105
GAB,2015,7047.12654634355
GAB,2016,6677.07003901644
GAB,2017,6921.73373135624
GAB,2018,7624.2775233771
GAB,2019,7441.1786472281
GAB,2020,6605.80346077565
GAB,2021,8181.40914134656
GBR,2011,42109.6418795749
GBR,2012,42497.3404974322
GBR,2013,43426.2981405143
GBR,2014,47439.6165895125
GBR,2015,44964.3911437292
GBR,2016,40985.2351382417
GBR,2017,40572.1214823783
GBR,2018,43203.8141057739
GBR,2019,42662.5353740311
GBR,2020,40201.6812422928
GBR,2021,46896.8662432834
GEO,2011,4119.66818307193
GEO,2012,4530.69533409431
GEO,2013,4712.00229382665
GEO,2014,4830.33486170249
GEO,2015,4086.6223465965
GEO,2016,4143.40125686315
GEO,2017,4418.75206546679
GEO,2018,4804.0546040444
GEO,2019,4741.2832715876
GEO,2020,4300.85701291207
GEO,2021,5083.60695484577
GHA,2011,1507.43573198753
GHA,2012,1543.77524235764
GHA,2013,2294.025645187
GHA,2014,1953.64513603117
GHA,2015,1721.69964380717
GHA,2016,1913.18673253576
GHA,2017,2012.97025750655
GHA,2018,2196.61290615342
GHA,2019,2186.18924111824
GHA,2020,2196.54789313621
GHA,2021,2445.50081810782
GIB,2011,
GIB,2012,
GIB,2013,
GIB,2014,
GIB,2015,
GIB,2016,
GIB,2017,
GIB,2018,
GIB,2019,
GIB,2020,
GIB,2021,
GIN,2011,636.694958747648
GIN,2012,699.353377212197
GIN,2013,748.455020824734
GIN,2014,765.146999389279
GIN,2015,747.356966759448
GIN,2016,711.996509782316
GIN,2017,833.598621691121
GIN,2018,933.273615633705
GIN,2019,1031.34146480732
GIN,2020,1053.66097696415
GIN,2021,1244.96550477914
GMB,2011,710.608411468152
GMB,2012,692.579361628102
GMB,2013,653.862713272743
GMB,2014,568.00453558864
GMB,2015,619.536364296461
GMB,2016,650.056501323611
GMB,2017,642.522641296331
GMB,2018,696.219806960615
GMB,2019,738.186751987483
GMB,2020,720.335143352133
GMB,2021,781.890925169531
GNB,2011,719.539573498937
GNB,2012,635.461653303881
GNB,2013,654.304534409417
GNB,2014,652.022501029449
GNB,2015,645.066837207039
GNB,2016,679.665386626818
GNB,2017,783.123186602022
GNB,2018,808.531613218504
GNB,2019,807.359903965493
GNB,2020,817.780335749159
GNB,2021,900.407780831491
GNQ,2011,17198.2136668275
GNQ,2012,17308.5723924575
GNQ,2013,16304.0713196418
GNQ,2014,15548.6624656619
GNQ,2015,9068.91003238645
GNQ,2016,7453.19797948517
GNQ,2017,7809.10465655488
GNQ,2018,8102.47084834031
GNQ,2019,6804.14923073888
GNQ,2020,5764.05502912947
GNQ,2021,6945.63069794539
GRC,2011,25504.7866510124
GRC,2012,21624.346052551
GRC,2013,21573.3449762805
GRC,2014,21474.7257123892
GRC,2015,17980.7298238137
GRC,2016,17919.2426377048
GRC,2017,18631.9930129293
GRC,2018,19873.4015238771
GRC,2019,19335.3602002969
GRC,2020,17886.733165236
GRC,2021,20654.7001960815
GRD,2011,6947.38136096464
GRD,2012,7092.71985352677
GRD,2013,7424.80212287327
GRD,2014,7986.33421210788
GRD,2015,8694.12438005692
GRD,2016,9221.23461079424
GRD,2017,9751.42661155932
GRD,2018,10083.021279225
GRD,2019,10462.7929159533
GRD,2020,8968.55890108484
GRD,2021,9622.24050459345
GRL,2011,47186.8759969388
GRL,2012,45936.9562817724
GRL,2013,47535.4883792376
GRL,2014,50485.2244135291
GRL,2015,44536.3549705377
GRL,2016,48181.7453541266
GRL,2017,50765.7494665372
GRL,2018,54545.135857765
GRL,2019,53309.2035905065
GRL,2020,54693.0766804265
GRL,2021,57116.295770722
GTM,2011,3168.98370607705
GTM,2012,3286.61959336267
GTM,2013,3444.15971843874
GTM,2014,3689.14472473545
GTM,2015,3893.50521848131
GTM,2016,4060.13755621218
GTM,2017,4324.99607911366
GTM,2018,4352.94651790253
GTM,2019,4511.99755157656
GTM,2020,4477.61761796418
GTM,2021,4913.94712869347
GUM,2011,29926.2052442913
GUM,2012,31653.7506538168
GUM,2013,32530.7593121483
GUM,2014,33900.1486530583
GUM,2015,35165.7014644795
GUM,2016,35930.6594898711
GUM,2017,36779.0078903909
GUM,2018,37195.9503070464
GUM,2019,39274.9431424899
GUM,2020,36482.9363953675
GUM,2021,38074.8793745801
GUY,2011,4947.22170589917
GUY,2012,5444.39751913913
GUY,2013,5556.91231156932
GUY,2014,5472.68820452237
GUY,2015,5640.41560569466
GUY,2016,5870.87823759835
GUY,2017,6178.6650437298
GUY,2018,6048.38697180418
GUY,2019,6405.82443444562
GUY,2020,6775.70939096303
GUY,2021,9860.87233445443
HKG,2011,35142.4879344543
HKG,2012,36730.796195815
HKG,2013,38403.7777145477
HKG,2014,40315.3739510191
HKG,2015,42432.1619740441
HKG,2016,43734.1980702999
HKG,2017,46160.429791493
HKG,2018,48537.5668888343
HKG,2019,48359.0011950597
HKG,2020,46109.2299946609
HKG,2021,49770.5642374739
HND,2011,2073.66121088074
HND,2012,2126.03474686503
HND,2013,2081.12843527945
HND,2014,2179.88171977271
HND,2015,2271.20265980349
HND,2016,2307.34468351082
HND,2017,2413.0076562942
HND,2018,2464.64241531918
HND,2019,2502.32744328073
HND,2020,2307.61494319511
HND,2021,2735.14751503977
HRV,2011,14694.9993201417
HRV,2012,13508.6836989693
HRV,2013,14136.3967669505
HRV,2014,14187.9694531493
HRV,2015,12285.3032582105
HRV,2016,12821.1738140304
HRV,2017,13902.6310485422
HRV,2018,15460.4183295843
HRV,2019,15563.8167397199
HRV,2020,14808.4620188819
HRV,2021,17789.9304736722
HTI,2011,1312.03953552013
HTI,2012,1361.39396587374
HTI,2013,1457.83221179626
