country,year,age1564_pct
SAU,2016,72.8708364725954
SAU,2017,72.5539157080724
SAU,2018,71.9567949680951
SAU,2019,71.7987360634578
SAU,2020,71.9864782936657
SAU,2021,72.1749607532303
SDN,2011,52.7913848960646
SDN,2012,52.8584998831899
SDN,2013,53.0162925943029
SDN,2014,53.3408491772908
SDN,2015,53.7669785515879
SDN,2016,54.1594849545413
SDN,2017,54.6718018235881
SDN,2018,55.1467778096411
SDN,2019,55.4021203330087
SDN,2020,55.5761399455358
SDN,2021,55.7673796642365
SEN,2011,53.7310989404075
SEN,2012,53.7078017649908
SEN,2013,53.7401403808036
SEN,2014,53.8844213348809
SEN,2015,54.1120274086851
SEN,2016,54.3968395932547
SEN,2017,54.7454841926833
SEN,2018,55.161731926394
SEN,2019,55.629971072753
SEN,2020,56.1414662545808
SEN,2021,56.694618125052
SGP,2011,78.7713862675959
SGP,2012,78.8186833661434
SGP,2013,78.7282392629886
SGP,2014,78.546922809139
SGP,2015,78.3192236422757
SGP,2016,78.0308714909358
SGP,2017,77.6111451686482
SGP,2018,77.1869683023096
SGP,2019,76.8118792234851
SGP,2020,76.2405295018345
SGP,2021,75.5729505669556
SLB,2011,55.6995722901916
SLB,2012,55.8966817844637
SLB,2013,56.1019926211667
SLB,2014,56.3114759413073
SLB,2015,56.5263561223931
SLB,2016,56.7506342672656
SLB,2017,56.9933999006813
SLB,2018,57.2676529859639
SLB,2019,57.5433257295574
SLB,2020,57.8718814556923
SLB,2021,58.2545176546028
SLE,2011,53.7116985069163
SLE,2012,53.9481352692991
SLE,2013,54.2454656476793
SLE,2014,54.6121617681383
SLE,2015,55.0124579849396
SLE,2016,55.4233439877169
SLE,2017,55.8435428622692
SLE,2018,56.2651605393985
SLE,2019,56.6634454178749
SLE,2020,57.0479041038309
SLE,2021,57.4431392673784
SLV,2011,61.9201865576859
SLV,2012,62.5541893776144
SLV,2013,63.1773125178882
SLV,2014,63.7658396012952
SLV,2015,64.2917607348961
SLV,2016,64.7564156847839
SLV,2017,65.1496366761361
SLV,2018,65.4569293342278
SLV,2019,65.6988091655561
SLV,2020,65.9569342324021
SLV,2021,66.2417157632504
SMR,2011,67.3163604712612
SMR,2012,67.1492387910298
SMR,2013,66.9066032123736
SMR,2014,66.7017538657692
SMR,2015,66.5909560189965
SMR,2016,66.5881182032405
SMR,2017,66.6516376752574
SMR,2018,66.6695628249127
SMR,2019,66.6695524197039
SMR,2020,66.6522858334412
SMR,2021,66.3938101091908
SOM,2011,49.3125624046975
SOM,2012,49.7407003143889
SOM,2013,49.8627987074496
SOM,2014,49.9337568427461
SOM,2015,49.9860342210653
SOM,2016,50.0290373928303
SOM,2017,50.1241919295508
SOM,2018,50.2495828098604
SOM,2019,50.344165054007
SOM,2020,50.4301809531276
SOM,2021,50.5124604176556
SRB,2011,68.2442167761947
SRB,2012,68.098876897828
SRB,2013,67.7436627284965
SRB,2014,67.2902689526134
SRB,2015,66.7748162145044
SRB,2016,66.2812936644156
SRB,2017,65.7962638473577
SRB,2018,65.2458205597449
SRB,2019,64.6822977246048
SRB,2020,64.1681331223259
SRB,2021,63.8036743847863
SSD,2011,55.2820834227165
SSD,2012,55.5263038013283
SSD,2013,55.5725452054268
SSD,2014,54.9772865284136
SSD,2015,54.3829174387196
SSD,2016,53.7358881753838
SSD,2017,52.4297594338558
SSD,2018,52.5289151600364
SSD,2019,53.8126725447321
SSD,2020,54.8803721131261
SSD,2021,55.6038406814789
STP,2011,54.4006312971487
STP,2012,54.4449664535814
STP,2013,54.3990991340815
STP,2014,54.4125793451138
STP,2015,54.5081905827022
STP,2016,54.6984734042423
STP,2017,54.9716022331685
STP,2018,55.3069409620957
STP,2019,55.7042906950589
STP,2020,56.2254380054683
STP,2021,56.815611751614
SUR,2011,64.0511731295229
SUR,2012,64.2978637939829
SUR,2013,64.5829672067766
SUR,2014,64.8871253951784
SUR,2015,65.1878265623845
