country,year,population_density
MKD,2019,74.3957969865186
MKD,2020,73.5973037272006
MKD,2021,72.8435368754956
MLI,2011,13.497118481548
MLI,2012,13.8970430834542
MLI,2013,14.3089313959301
MLI,2014,14.7684106573566
MLI,2015,15.2378088658324
MLI,2016,15.7281152935199
MLI,2017,16.2376441373884
MLI,2018,16.7531531974529
MLI,2019,17.2664953818668
MLI,2020,17.7954548062187
MLI,2021,18.348478515641
MLT,2011,1300.8375
MLT,2012,1312.5875
MLT,2013,1331.146875
MLT,2014,1357.99375
MLT,2015,1390.790625
MLT,2016,1422.9875
MLT,2017,1462.496875
MLT,2018,1514.46875
MLT,2019,1575.19375
MLT,2020,1610.4125
MLT,2021,1620.425
MMR,2011,75.6475990754489
MMR,2012,76.3032167189773
MMR,2013,76.9624823911313
MMR,2014,77.6040209468978
MMR,2015,78.2278679487965
MMR,2016,78.8867551089188
MMR,2017,79.5020114898506
MMR,2018,80.0861758847863
MMR,2019,80.6507017006282
MMR,2020,81.2302112859485
MMR,2021,81.7980020531049
MNE,2011,46.1025278810409
MNE,2012,46.1413382899628
MNE,2013,46.1863940520446
MNE,2014,46.2312267657993
MNE,2015,46.2571747211896
MNE,2016,46.2678810408922
MNE,2017,46.2730855018587
MNE,2018,46.2622304832714
MNE,2019,46.2474349442379
MNE,2020,46.1937546468401
MNE,2021,46.0379925650558
MNG,2011,1.78925253897917
MNG,2012,1.82353600871754
MNG,2013,1.8616184405066
MNG,2014,1.90278211075515
MNG,2015,1.94371713207737
MNG,2016,1.98352563105577
MNG,2017,2.02209412791248
MNG,2018,2.06015649331677
MNG,2019,2.09835043390369
MNG,2020,2.13623721809195
MNG,2021,2.17253662423347
MNP,2011,116.539130434783
MNP,2012,115.726086956522
MNP,2013,114.691304347826
MNP,2014,113.430434782609
MNP,2015,111.986956521739
MNP,2016,110.376086956522
MNP,2017,108.60652173913
MNP,2018,106.689130434783
MNP,2019,104.628260869565
MNP,2020,103.321739130435
MNP,2021,102.128260869565
MOZ,2011,30.0732966250413
MOZ,2012,30.9492179353493
MOZ,2013,31.8568770823266
MOZ,2014,32.7939100689234
MOZ,2015,33.7592156463796
MOZ,2016,34.7632251583204
MOZ,2017,35.8177891095908
MOZ,2018,36.9015539561026
MOZ,2019,38.0024670006867
MOZ,2020,39.1460718736489
MOZ,2021,40.3212187492052
MRT,2011,3.39847773357912
MRT,2012,3.511238963811
MRT,2013,3.62308916270496
MRT,2014,3.7338837683128
MRT,2015,3.84783060056272
MRT,2016,3.96493354031241
MRT,2017,4.08518482584651
MRT,2018,4.20848452508004
MRT,2019,4.33463471427185
MRT,2020,4.46311341806539
MRT,2021,4.59384301930727
MUS,2011,627.142714071107
MUS,2012,628.884326489735
MUS,2013,630.409113670506
MUS,2014,631.551326990486
MUS,2015,632.388082123185
MUS,2016,632.822734101152
MUS,2017,633.393590385578
MUS,2018,633.739108662994
MUS,2019,633.943415122684
MUS,2020,633.957936905358
MUS,2021,634.118177265899
MWI,2011,161.911561306746
MWI,2012,166.626824352991
MWI,2013,171.423589308443
MWI,2014,176.299724225711
MWI,2015,181.221754348748
MWI,2016,186.229730589733
MWI,2017,191.341907085278
MWI,2018,196.521860415783
MWI,2019,201.800509121765
MWI,2020,207.190156979211
MWI,2021,212.635320322444
MYS,2011,88.7598204230711
MYS,2012,90.2840693958302
MYS,2013,91.8407091766854
MYS,2014,93.4291188555775
MYS,2015,95.0625414700959
MYS,2016,96.7575254907929
MYS,2017,98.4801217470705
MYS,2018,100.170345457312
MYS,2019,101.782364936844
MYS,2020,103.148860143053
MYS,2021,104.344541165728
NAM,2011,2.60700968067145
NAM,2012,2.66571196054853
NAM,2013,2.73598367525416
NAM,2014,2.80841380315563
NAM,2015,2.88391696728978
NAM,2016,2.96276281747622
NAM,2017,3.04492098774429
NAM,2018,3.13052144444849
NAM,2019,3.21939292351419
NAM,2020,3.31446027523716
NAM,2021,3.41380072635402
NCL,2011,14.5811269146608
NCL,2012,14.8595733041575
NCL,2013,15.1434354485777
NCL,2014,15.3842450765864
NCL,2015,15.490590809628
NCL,2016,15.5045404814004
NCL,2017,15.5112691466083
NCL,2018,15.5109956236324
NCL,2019,15.5145514223195
NCL,2020,15.5457330415755
NCL,2021,15.6025164113786
NER,2011,13.5598665824584
NER,2012,14.0812891766006
NER,2013,14.6205873529644
NER,2014,15.1700552617036
NER,2015,15.741294702771
NER,2016,16.3304278834768
NER,2017,16.9222752032841
NER,2018,17.5164356201153
NER,2019,18.1161735217494
NER,2020,18.7239385805637
NER,2021,19.3432857030078
NGA,2011,188.170007795602
NGA,2012,193.463360672837
NGA,2013,198.787227291193
NGA,2014,204.109616039176
NGA,2015,209.352391932101
NGA,2016,214.591719094832
NGA,2017,219.873929751749
NGA,2018,225.017024056568
NGA,2019,230.009377779242
NGA,2020,234.961824609945
NGA,2021,239.939047179859
NIC,2011,48.355085590826
NIC,2012,49.0384493933854
NIC,2013,49.7244889479807
NIC,2014,50.4112680737909
NIC,2015,51.100357320924
NIC,2016,51.7921389396709
NIC,2017,52.4865464517201
NIC,2018,53.1833139438258
NIC,2019,53.8778211733422
NIC,2020,54.5559830480306
NIC,2021,55.2163952135616
NLD,2011,495.049644128114
NLD,2012,496.884994068802
NLD,2013,498.795844464233
NLD,2014,500.593885425942
NLD,2015,503.116216216216
NLD,2016,505.800831600832
NLD,2017,508.8
NLD,2018,511.779744579745
NLD,2019,515.143272943273
NLD,2020,518.013068013068
NLD,2021,520.731927531928
NOR,2011,13.5610386481366
NOR,2012,13.7403297521657
NOR,2013,13.9120886837683
NOR,2014,14.0704449094514
NOR,2015,14.2079384825517
NOR,2016,14.3354243797401
NOR,2017,14.452576255125
NOR,2018,14.5488896436123
NOR,2019,14.6479975020132
NOR,2020,14.7672152298338
NOR,2021,14.8470090866665
NPL,2011,191.59047087548
NPL,2012,192.081723055459
NPL,2013,192.465964422742
NPL,2014,193.040599930241
NPL,2015,194.095772584583
NPL,2016,195.015430763865
NPL,2017,195.404659923265
NPL,2018,195.882029996512
NPL,2019,198.214607603767
NPL,2020,202.068880362749
NPL,2021,205.61569584932
NRU,2011,504.9
NRU,2012,513.35
NRU,2013,525.85
NRU,2014,537.1
NRU,2015,547.7
NRU,2016,557.5
NRU,2017,566.2
NRU,2018,573.85
NRU,2019,579.35
NRU,2020,582.15
NRU,2021,585.45
NZL,2011,16.6495765447571
NZL,2012,16.7411036420949
NZL,2013,16.8702290076336
NZL,2014,17.1527856898713
NZL,2015,17.5056017621815
NZL,2016,17.9032319319433
NZL,2017,18.2811135163875
NZL,2018,18.6115225399719
NZL,2019,18.9100300026585
NZL,2020,19.3315863430937
NZL,2021,19.4117200258251
OMN,2011,9.94107592891761
OMN,2012,11.4607625201939
OMN,2013,12.3874410339257
OMN,2014,12.9319515347334
OMN,2015,13.5214701130856
OMN,2016,14.1870016155089
OMN,2017,14.6604071082391
OMN,2018,14.8558222940226
OMN,2019,14.8343812600969
OMN,2020,14.612268174475
OMN,2021,14.5409499192246
PAK,2011,264.303218399751
PAK,2012,269.389691002491
PAK,2013,273.809124636779
PAK,2014,277.948120330012
PAK,2015,281.873810450394
PAK,2016,285.568271326276
PAK,2017,289.635179275633
PAK,2018,294.376416562889
PAK,2019,299.399256693649
PAK,2020,304.848674242424
PAK,2021,310.65509677252
PAN,2011,49.6839521119182
PAN,2012,50.5684153887544
PAN,2013,51.4572101156847
PAN,2014,52.5108067997841
PAN,2015,53.4273475445224
PAN,2016,54.3589584457636
PAN,2017,55.298259579061
PAN,2018,56.1857643569695
PAN,2019,57.0868158533297
PAN,2020,57.87626044756
PAN,2021,58.5791992450795
PER,2011,22.8938171875
PER,2012,23.0862234375
PER,2013,23.29524921875
PER,2014,23.5279890625
PER,2015,23.795
PER,2016,24.1144484375
PER,2017,24.47237265625
PER,2018,24.9199875
PER,2019,25.35101796875
PER,2020,25.65513984375
PER,2021,25.9030328125
PHL,2011,329.505362712547
PHL,2012,335.96777677164
PHL,2013,342.342744072174
PHL,2014,348.013314552101
PHL,2015,353.197813327967
PHL,2016,357.969342992253
PHL,2017,362.61090317604
PHL,2018,367.123744843546
PHL,2019,371.615799711574
PHL,2020,375.897186168964
PHL,2021,379.317000368917
PLW,2011,39.3
PLW,2012,38.6195652173913
PLW,2013,38.3652173913043
PLW,2014,38.5108695652174
PLW,2015,38.6304347826087
PLW,2016,38.6891304347826
PLW,2017,38.7217391304348
PLW,2018,38.7260869565217
PLW,2019,38.6913043478261
PLW,2020,38.6782608695652
PLW,2021,38.6586956521739
PNG,2011,17.3549132182131
PNG,2012,17.8452281058164
PNG,2013,18.3339177670803
PNG,2014,18.8213598021464
PNG,2015,19.306730556905
PNG,2016,19.7891577971117
PNG,2017,20.268325751888
PNG,2018,20.744850505675
PNG,2019,21.2185001987369
PNG,2020,21.6750121450338
PNG,2021,22.1103564015369
POL,2011,124.296296901022
POL,2012,124.300058781268
POL,2013,124.229110740995
POL,2014,124.144273163722
POL,2015,124.061569613639
POL,2016,124.008253045495
POL,2017,124.0237303635
POL,2018,124.031583760656
POL,2019,124.025595374212
POL,2020,123.800574919152
POL,2021,120.815285854296
PRI,2011,414.738669673055
PRI,2012,409.750620067644
PRI,2013,405.081961668546
PRI,2014,398.520180383315
PRI,2015,391.570687711387
PRI,2016,384.066741826381
PRI,2017,374.891319052988
PRI,2018,360.017361894025
PRI,2019,360.055693348365
PRI,2020,369.961330326945
PRI,2021,367.834611048478
PRK,2011,208.436790964206
PRK,2012,209.382343659165
PRK,2013,210.360028236857
PRK,2014,211.371663483099
PRK,2015,212.402209118844
PRK,2016,213.423519641226
PRK,2017,214.414990449298
PRK,2018,215.357088281704
PRK,2019,216.241441740719
PRK,2020,217.060975002076
PRK,2021,217.860094676522
PRT,2011,115.269789278305
PRT,2012,114.803406485424
PRT,2013,114.156128691384
PRT,2014,113.541770372117
PRT,2015,113.072519583956
PRT,2016,112.716384151187
PRT,2017,112.441815784188
PRT,2018,112.261935951514
PRT,2019,112.288582794065
PRT,2020,112.406676011074
PRT,2021,113.113510527741
PRY,2011,14.6353536370501
PRY,2012,14.842708280896
PRY,2013,15.0577523282155
PRY,2014,15.2776516486282
PRY,2015,15.5023986911654
PRY,2016,15.7289856531588
PRY,2017,15.9543418071986
PRY,2018,16.1776541656179
PRY,2019,16.3983337528316
PRY,2020,16.621542914674
PRY,2021,16.8240171155298
PSE,2011,645.014285714286
PSE,2012,661.129235880399
PSE,2013,677.194019933555
PSE,2014,693.255481727575
PSE,2015,709.317607973422
PSE,2016,725.429900332226
PSE,2017,740.000830564784
PSE,2018,758.984551495017
PSE,2019,778.290033222591
PSE,2020,797.885215946844
PSE,2021,817.05377593361
PYF,2011,78.2849322961683
PYF,2012,78.675885911841
PYF,2013,79.1495246326707
PYF,2014,79.6274848746759
PYF,2015,80.0535868625756
PYF,2016,80.431575914722
PYF,2017,80.6934600979545
PYF,2018,80.6150965139729
PYF,2019,80.3900893114376
PYF,2020,80.4405070584846
PYF,2021,80.6084701815039
QAT,2011,139.94496124031
QAT,2012,148.358139534884
QAT,2013,165.066838931955
QAT,2014,187.271105308964
QAT,2015,204.051958224543
QAT,2016,215.588598781549
QAT,2017,221.568320278503
QAT,2018,224.606962576153
QAT,2019,229.648128807659
QAT,2020,243.180852915579
QAT,2021,218.007832898172
ROU,2011,87.5332493374462
ROU,2012,87.201265107382
ROU,2013,86.8742903099596
ROU,2014,86.5306806328234
ROU,2015,86.1248956884562
ROU,2016,85.6322453059805
ROU,2017,85.1387126216968
ROU,2018,84.6399947844228
ROU,2019,84.1952712100139
ROU,2020,83.7328320584145
ROU,2021,83.1104789638387
RUS,2011,8.73293828429975
RUS,2012,8.75493589434367
RUS,2013,8.78102091547408
RUS,2014,8.80737424184231
RUS,2015,8.8320122221157
RUS,2016,8.85489473873823
RUS,2017,8.87185768709161
RUS,2018,8.87825976514438
RUS,2019,8.88162945666663
RUS,2020,8.86891988517952
RUS,2021,8.83848757424343
RWA,2011,428.606931495744
RWA,2012,438.990717470612
RWA,2013,449.669233887313
RWA,2014,460.671139035266
RWA,2015,471.829023104986
RWA,2016,483.144831779489
RWA,2017,494.611268747467
RWA,2018,506.201702472639
RWA,2019,517.880137819214
RWA,2020,529.624523713012
RWA,2021,541.35630320227
SAU,2011,11.6723187994548
SAU,2012,12.1733184784783
SAU,2013,12.8502267768841
SAU,2014,13.1690025073383
SAU,2015,13.8700845238151
SAU,2016,14.399377584675
SAU,2017,14.4101498355577
SAU,2018,14.0468072140634
SAU,2019,13.9851787932213
SAU,2020,14.6777023663877
SAU,2021,14.320382473752
SDN,2011,
SDN,2012,19.7661552462527
SDN,2013,20.2279705567452
SDN,2014,20.7833608137045
SDN,2015,21.4263549250535
SDN,2016,22.0877366167024
SDN,2017,22.8663308351178
SDN,2018,23.6780492505353
SDN,2019,24.3833913276231
SDN,2020,25.0477682012848
SDN,2021,25.7317580299786
SEN,2011,67.3084558250662
SEN,2012,69.1346543395834
SEN,2013,71.2140913104451
SEN,2014,73.5059575131148
SEN,2015,75.7976990598868
SEN,2016,78.0892380408248
SEN,2017,80.3770944787825
SEN,2018,82.6598348309354
SEN,2019,84.9370072196541
SEN,2020,87.2031319794318
SEN,2021,89.4451098530099
SGP,2011,7363.19318181818
SGP,2012,7524.69830028329
SGP,2013,7636.72135785007
SGP,2014,7714.7023977433
SGP,2015,7806.77291960508
SGP,2016,7908.72073342736
SGP,2017,7882.37780898876
SGP,2018,7897.30532212885
SGP,2019,7965.87849162011
SGP,2020,7918.95125348189
SGP,2021,7595.49582172702
SLB,2011,19.7550911039657
SLB,2012,20.4932475884244
SLB,2013,21.2556270096463
SLB,2014,22.0403001071811
SLB,2015,22.8444087173991
SLB,2016,23.6648445873526
SLB,2017,24.497034655234
SLB,2018,25.3340836012862
SLB,2019,26.014540907467
SLB,2020,26.5987138263666
SLB,2021,27.2451232583065
SLE,2011,88.4905929620393
SLE,2012,90.7603214186755
SLE,2013,93.0181629260183
SLE,2014,95.2671792740371
SLE,2015,97.5014546965918
SLE,2016,99.8244389027431
SLE,2017,102.234677195899
SLE,2018,104.662829038515
SLE,2019,107.120961485176
SLE,2020,109.622582432807
SLE,2021,112.144666112497
SLV,2011,293.925048262548
SLV,2012,295.076013513513
SLV,2013,296.276013513514
SLV,2014,297.439913127413
SLV,2015,298.439961389961
SLV,2016,299.266409266409
SLV,2017,299.880936293436
SLV,2018,300.183735521236
SLV,2019,300.304922779923
SLV,2020,300.901206563707
SLV,2021,301.919980694981
SMR,2011,543.666666666667
SMR,2012,557.816666666667
SMR,2013,550.683333333333
SMR,2014,544.25
SMR,2015,548.283333333333
SMR,2016,551.683333333333
SMR,2017,563.75
SMR,2018,575.366666666667
SMR,2019,577.716666666667
SMR,2020,579.5
SMR,2021,570.866666666667
SOM,2011,19.6844294959671
SOM,2012,19.8634871042816
SOM,2013,20.5145439474607
SOM,2014,21.2635747760385
SOM,2015,22.0087400771511
SOM,2016,22.8723499218924
SOM,2017,23.7775831287659
SOM,2018,24.6317578984283
SOM,2019,25.5538798737527
SOM,2020,26.5425303663085
SOM,2021,27.5312127395033
SRB,2011,82.740898696547
SRB,2012,82.3404642122113
SRB,2013,81.9409215641436
SRB,2014,81.5434141321747
SRB,2015,81.1271781385776
SRB,2016,80.7034301394923
SRB,2017,80.275074319689
SRB,2018,79.8376857992225
SRB,2019,79.4104161902584
SRB,2020,82.0445475086217
SRB,2021,81.2739445831847
SSD,2011,
SSD,2012,17.0212523539
SSD,2013,17.6701137784248
SSD,2014,17.7789834317092
SSD,2015,17.5772015887836
SSD,2016,17.1381355529885
SSD,2017,16.234636747741
SSD,2018,16.0191429430475
SSD,2019,16.4945231275616
SSD,2020,16.9298292532401
SSD,2021,17.1945943379805
STP,2011,193.384375
STP,2012,197.332291666667
STP,2013,201.195833333333
STP,2014,204.965625
STP,2015,208.636458333333
STP,2016,212.176041666667
STP,2017,215.59375
STP,2018,218.944791666667
STP,2019,222.283333333333
STP,2020,226.494791666667
STP,2021,231.209375
SUR,2011,3.46568614410245
SUR,2012,3.50533535450438
SUR,2013,3.54512786029273
SUR,2014,3.58470853811854
SUR,2015,3.62367242275927
SUR,2016,3.66186375836012
SUR,2017,3.69897103321145
SUR,2018,3.73510639152873
SUR,2019,3.77407650640365
SUR,2020,3.81487831013121
SUR,2021,3.84963678669192
SVK,2011,112.260522375645
SVK,2012,112.451734320413
SVK,2013,112.572637664282
SVK,2014,112.700686356073
SVK,2015,112.803148787488
SVK,2016,112.953369384359
SVK,2017,113.128785357737
SVK,2018,113.285586522463
SVK,2019,113.43899750416
SVK,2020,113.536335274542
SVK,2021,113.295486688852
SVN,2011,101.898292465005
SVN,2012,102.114049151928
SVN,2013,102.281678252234
SVN,2014,102.382323733863
SVN,2015,102.446109241111
SVN,2016,102.52417833383
SVN,2017,102.610871929328
SVN,2018,102.992292564709
SVN,2019,103.711934605987
SVN,2020,104.408881428657
SVN,2021,104.689964442502
SWE,2011,23.1973780115221
SWE,2012,23.3696200002111
SWE,2013,23.5684835040631
SWE,2014,23.8034986523533
SWE,2015,24.0582617728817
SWE,2016,24.362449750883
SWE,2017,24.6929419766692
SWE,2018,24.9814588688378
SWE,2019,25.2378879395011
SWE,2020,25.4209438224317
SWE,2021,25.5740792575133
SWZ,2011,64.9902906976744
SWZ,2012,65.3408720930233
SWZ,2013,65.6970930232558
SWZ,2014,66.0638953488372
SWZ,2015,66.4426162790698
SWZ,2016,66.8318023255814
SWZ,2017,67.3369186046512
SWZ,2018,67.960988372093
SWZ,2019,68.5973255813954
SWZ,2020,69.3447093023256
SWZ,2021,70.1507558139535
SXM,2011,1007.85294117647
SXM,2012,1030.08823529412
SXM,2013,1054.52941176471
SXM,2014,1078.58823529412
SXM,2015,1102.08823529412
SXM,2016,1124.97058823529
SXM,2017,1146.94117647059
SXM,2018,1168.0
SXM,2019,1187.79411764706
SXM,2020,1206.11764705882
SXM,2021,1222.67647058824
SYC,2011,190.089130434783
SYC,2012,191.963043478261
SYC,2013,195.541304347826
SYC,2014,198.60652173913
SYC,2015,203.084782608696
SYC,2016,205.819565217391
SYC,2017,208.354347826087
SYC,2018,210.352173913043
SYC,2019,212.228260869565
SYC,2020,214.047826086957
SYC,2021,215.778260869565
SYR,2011,124.58801938681
SYR,2012,123.943598540543
SYR,2013,117.99225072156
SYR,2014,110.404939280074
SYR,2015,105.781288460491
SYR,2016,104.524500353973
SYR,2017,104.692414093558
SYR,2018,106.615721831945
SYR,2019,110.839917224854
SYR,2020,114.629575777378
SYR,2021,117.784888090181
TCA,2011,32.4694736842105
TCA,2012,33.8178947368421
TCA,2013,35.4242105263158
TCA,2014,36.8947368421053
TCA,2015,38.5315789473684
TCA,2016,40.3315789473684
TCA,2017,42.0136842105263
TCA,2018,43.7463157894737
TCA,2019,45.4378947368421
TCA,2020,46.7221052631579
TCA,2021,47.6242105263158
TCD,2011,10.1294448856417
TCD,2012,10.4915803684879
TCD,2013,10.8728391041931
TCD,2014,11.2680098475222
TCD,2015,11.6324817344346
TCD,2016,12.0033791296061
TCD,2017,12.4068924714104
TCD,2018,12.830790184244
TCD,2019,13.2506535895807
TCD,2020,13.6790652795426
TCD,2021,14.1584124841169
TGO,2011,127.164441993013
TGO,2012,130.55223386652
TGO,2013,133.948189005332
TGO,2014,137.386468100754
TGO,2015,140.893454679169
TGO,2016,144.480400808972
TGO,2017,148.136422136422
TGO,2018,151.843684500827
TGO,2019,155.599705828277
TGO,2020,159.399154256297
TGO,2021,163.235502849789
THA,2011,135.072536162383
THA,2012,135.912031944254
THA,2013,136.712626984282
THA,2014,137.439305917125
THA,2015,138.07433106931
THA,2016,138.698821664155
THA,2017,139.286709467791
THA,2018,139.709289670966
THA,2019,139.995441288731
THA,2020,140.228785061364
THA,2021,140.396821233534
TJK,2011,55.9072949414118
TJK,2012,57.2598170905973
TJK,2013,58.7076593312375
TJK,2014,60.7089475883735
TJK,2015,62.2799913538439
TJK,2016,63.8780243533396
TJK,2017,65.4654225808776
TJK,2018,67.060544707832
TJK,2019,68.6646444268319
TJK,2020,70.2450464730888
TJK,2021,71.8128683622739
TKM,2011,12.0941778562765
TKM,2012,12.3604494286383
TKM,2013,12.6387781158896
TKM,2014,12.9280594982231
TKM,2015,13.2270125337816
TKM,2016,13.5340178324431
TKM,2017,13.8468729385228
TKM,2018,14.1627987147022
TKM,2019,14.4786329878918
TKM,2020,14.7892494626859
TKM,2021,15.0917008916222
TLS,2011,74.660860793544
TLS,2012,76.3204438466712
TLS,2013,77.9216543375925
TLS,2014,79.4823806321453
TLS,2015,81.0444519166106
TLS,2016,82.6033624747814
TLS,2017,84.1763954270343
TLS,2018,85.8075991930061
TLS,2019,87.4878950907868
TLS,2020,89.1763954270343
TLS,2021,90.7961667787492
TON,2011,149.402777777778
TON,2012,149.25
TON,2013,148.719444444444
TON,2014,148.068055555556
TON,2015,147.354166666667
TON,2016,146.561111111111
TON,2017,146.327777777778
TON,2018,146.620833333333
TON,2019,146.7625
TON,2020,146.811111111111
TON,2021,146.513888888889
TTO,2011,258.873099415205
TTO,2012,260.271734892788
TTO,2013,261.317153996101
TTO,2014,262.250097465887
TTO,2015,263.09298245614
TTO,2016,263.917153996101
TTO,2017,264.450877192982
TTO,2018,264.949902534113
TTO,2019,265.884015594542
TTO,2020,266.418128654971
TTO,2021,266.580506822612
TUN,2011,70.069741246138
TUN,2012,70.865390061792
TUN,2013,71.713188722966
TUN,2014,72.5687950566426
TUN,2015,73.3925334706488
TUN,2016,74.2061920700309
TUN,2017,74.9903321318229
TUN,2018,75.7306513903193
TUN,2019,76.4358972708548
TUN,2020,77.0729724510814
TUN,2021,77.5529222451081
TUR,2011,96.4406649948677
TUR,2012,97.6778802801346
TUR,2013,98.9405610488157
TUR,2014,100.284401595572
TUR,2015,101.631276067721
TUR,2016,103.007889505347
TUR,2017,104.352348531112
TUR,2018,105.774468250978
TUR,2019,107.297584553617
TUR,2020,108.343853540013
TUR,2021,109.334768655068
TUV,2011,359.333333333333
TUV,2012,364.466666666667
TUV,2013,366.7
TUV,2014,366.133333333333
TUV,2015,365.433333333333
TUV,2016,364.333333333333
TUV,2017,362.3
TUV,2018,358.366666666667
TUV,2019,352.7
TUV,2020,346.633333333333
TUV,2021,339.8
TZA,2011,51.9636114247008
TZA,2012,53.4818920749605
TZA,2013,55.1186814179273
TZA,2014,56.8429803567397
TZA,2015,58.7276608715286
TZA,2016,60.7631666290359
TZA,2017,62.8278279521337
TZA,2018,64.842114472793
TZA,2019,66.8038959132987
TZA,2020,68.8335944908557
TZA,2021,70.9306976744186
UGA,2011,166.340230400958
UGA,2012,171.241960901656
UGA,2013,176.227019748654
UGA,2014,181.505779972073
UGA,2015,187.170586475165
UGA,2016,193.49267903451
UGA,2017,200.365988430082
UGA,2018,207.290200478755
UGA,2019,214.440639337722
UGA,2020,221.709315778975
UGA,2021,228.959355675244
UKR,2011,79.9348425740523
UKR,2012,79.7660291376096
UKR,2013,79.6222640336947
UKR,2014,79.3598715669181
UKR,2015,79.0362271055948
UKR,2016,78.7461064406429
UKR,2017,78.432661833247
UKR,2018,78.0271090783569
UKR,2019,77.5931273731446
UKR,2020,77.1142802899551
UKR,2021,76.4560579910252
URY,2011,19.0082561992915
URY,2012,19.0572563135642
URY,2013,19.1140269683465
URY,2014,19.1768597874529
URY,2015,19.2436121586104
URY,2016,19.3079819449206
URY,2017,19.3602902525426
URY,2018,19.3951205576506
URY,2019,19.4103873842989
URY,2020,19.4204548051651
URY,2021,19.4074677179751
USA,2011,34.0624439459432
USA,2012,34.3132448275033
USA,2013,34.5518131888554
USA,2014,34.8061342979769
USA,2015,35.0633286762825
USA,2016,35.3183471405052
USA,2017,35.5424948236771
USA,2018,35.7300964643583
USA,2019,35.8931756713915
USA,2020,36.2426709389095
USA,2021,36.2997410198723
UZB,2011,66.1372206631804
UZB,2012,67.1452569986232
UZB,2013,68.207469669955
UZB,2014,69.3523563008704
UZB,2015,69.7897094870631
UZB,2016,71.0059170523229
UZB,2017,72.2198017195203
UZB,2018,73.4780871882284
UZB,2019,74.8253929702307
UZB,2020,76.2200658118688
UZB,2021,77.7112512566577
VCT,2011,280.382051282051
VCT,2012,278.810256410256
VCT,2013,277.269230769231
VCT,2014,275.730769230769
VCT,2015,274.25641025641
VCT,2016,272.689743589744
VCT,2017,270.930769230769
VCT,2018,269.041025641026
VCT,2019,267.094871794872
VCT,2020,265.451282051282
VCT,2021,263.694871794872
VEN,2011,33.0879337906014
VEN,2012,33.5058398049997
VEN,2013,33.9121342327532
VEN,2014,34.2997324414716
VEN,2015,34.662402358143
VEN,2016,34.8797913950456
VEN,2017,34.6525967915651
VEN,2018,33.7935400487501
VEN,2019,32.8077750694405
VEN,2020,32.2476923076923
VEN,2021,32.0138608922397
VGB,2011,191.4
VGB,2012,202.3
VGB,2013,211.353333333333
VGB,2014,219.746666666667
VGB,2015,229.986666666667
VGB,2016,225.853333333333
VGB,2017,217.993333333333
VGB,2018,231.046666666667
VGB,2019,242.633333333333
VGB,2020,247.566666666667
VGB,2021,252.06
VIR,2011,309.4
VIR,2012,309.108571428571
VIR,2013,308.688571428571
VIR,2014,308.234285714286
VIR,2015,307.748571428571
VIR,2016,307.188571428571
VIR,2017,306.517142857143
VIR,2018,305.717142857143
VIR,2019,304.768571428571
VIR,2020,303.685714285714
VIR,2021,302.485714285714
VNM,2011,282.390144405715
VNM,2012,285.558644407367
VNM,2013,289.364162813695
VNM,2014,292.559228518274
VNM,2015,296.1974772084
VNM,2016,299.948999160782
VNM,2017,303.688787280275
VNM,2018,307.046632570694
VNM,2019,310.034412897339
VNM,2020,312.923153250018
VNM,2021,315.653937574379
VUT,2011,19.9732567678425
VUT,2012,20.4169811320755
VUT,2013,20.8762920426579
VUT,2014,21.3486464315012
VUT,2015,21.829450369155
VUT,2016,22.3205086136177
VUT,2017,22.8471698113208
VUT,2018,23.4010664479081
VUT,2019,23.9528301886792
VUT,2020,24.5166529942576
VUT,2021,25.0917145200984
WSM,2011,68.8031802120141
WSM,2012,69.4339222614841
WSM,2013,70.0593639575972
WSM,2014,70.6844522968198
WSM,2015,71.3010600706714
WSM,2016,71.9077738515901
WSM,2017,73.8902877697842
WSM,2018,74.6697841726619
WSM,2019,75.4604316546763
WSM,2020,76.2388489208633
WSM,2021,76.8989208633094
XKX,2011,
XKX,2012,
XKX,2013,
XKX,2014,
XKX,2015,
XKX,2016,
XKX,2017,
XKX,2018,
XKX,2019,
XKX,2020,
XKX,2021,
YEM,2011,52.2433035967953
YEM,2012,53.8546640907627
YEM,2013,55.5201090971078
YEM,2014,57.2500501922458
YEM,2015,59.0173286360967
YEM,2016,60.8159743924844
YEM,2017,62.6757599863629
YEM,2018,64.5589370608179
YEM,2019,66.5026573479554
YEM,2020,68.4411292308275
YEM,2021,70.3453415913783
ZAF,2011,43.6861279872062
ZAF,2012,44.3351828800831
ZAF,2013,45.0739771987239
ZAF,2014,45.8291124318888
ZAF,2015,46.7595454582925
ZAF,2016,47.2014038529705
ZAF,2017,47.5110354549127
ZAF,2018,48.3171083761304
ZAF,2019,49.1207453692636
ZAF,2020,49.9240625180325
ZAF,2021,50.6991261983859
ZMB,2011,19.4215633785765
ZMB,2012,20.0616486635548
ZMB,2013,20.7145603249976
ZMB,2014,21.3822018052435
ZMB,2015,22.0598730141648
ZMB,2016,22.7530946071376
ZMB,2017,23.4618706197285
ZMB,2018,24.1778460834824
ZMB,2019,24.9046113076582
ZMB,2020,25.6384872005273
ZMB,2021,26.3705551594721
