Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Afghanistan,AFG,13.7791892429929,12.4860851363953,11.4998672561905,11.477587555803,11.4200060049012,4.1141966128347,3.53042246146676,6.16017721650239,7.04318108092508,7.52811462924912,8.49315681616916
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Albania,ALB,5.66189767373199,4.61445771380938,5.05980135594677,5.32578898520395,5.67151941669391,5.68442741798015,6.15816688393972,6.70811438467001,6.96748875847972,7.06941246497269,6.91828890492335
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Algeria,DZA,9.73343874629741,8.5589556099004,8.02018645677549,9.87797970942307,7.11001759889613,6.89853876611083,7.33456829401543,7.07738040001596,6.40396994400067,6.28239503315548,8.18955643268695
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Andorra,AND,3.66060401500449,3.72383504240788,3.83815615460753,3.67687366253974,3.70608985448457,3.74112485956452,3.74883272584872,3.61028448557391,3.67368951398301,3.73356933178986,4.06372177575712
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Angola,AGO,4.16780473313727,4.40328953329052,4.82734265180973,4.76307157240238,5.68514480307257,6.75268074236392,6.58054965735374,6.05946923337998,6.13744698434697,7.06304272536463,6.54051297580083
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Antigua and Barbuda,ATG,2.91131081249043,2.59628989810755,2.73371243345954,2.76939111001279,2.80117673122202,2.87556219652576,2.9667812419118,3.00838361795133,3.01366334295742,2.91298583673523,2.7763322532374
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Argentina,ARG,15.8506983942663,15.2168009115954,15.0110542553443,14.7727785491821,14.1815854549835,13.4880259708051,12.8351683415363,14.0601434041581,13.5408390702829,14.5905295089183,15.558416982668
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Armenia,ARM,..,9.42475853227752,9.68257531952384,9.66640553649803,9.20617105938632,10.2846499812967,10.631126108104,11.2719184358436,11.7114918602964,12.344909801717,11.0315905634186
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Aruba,ABW,4.20609398852294,1.99163765537339,3.26264307471188,3.43935218464331,3.58527899141791,3.68902469279816,3.73375379915049,3.22501820314885,2.56243337150077,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Australia,AUS,7.36479765734101,7.0463332040636,6.60397548643017,6.36290253499428,6.29227941742372,6.07824048774544,5.79305950257587,5.76468001596052,5.58629582518324,5.60852173149521,5.51269475535305
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Austria,AUT,17.1446473129533,17.2564830895639,17.1063898788247,17.1867790689422,17.242928730216,17.6682251530651,17.4427051605451,17.3211161045372,17.1022858668807,16.5973264696294,16.9780965394204
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Azerbaijan,AZE,3.98832610114819,4.24121862424352,4.21573682582242,4.70701069744349,4.99062155204119,4.89266067799527,4.69946458376577,4.61981221595166,5.00365096304835,6.10156507265966,6.41909290668132
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,"Bahamas, The",BHS,2.19156045658337,2.94578560501474,2.62509859751053,2.68997002032057,2.51801334829805,3.11278746030259,2.64940711139441,2.20834192044896,2.13042208939629,2.05659657367797,1.76798107116783
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Bahrain,BHR,15.0474932254141,14.7645578720345,14.6994276422304,14.8385364760484,17.1732865801602,17.8416468874405,18.1844891096654,17.1706919683066,17.0407022619674,18.0468944226138,20.528955608
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Bangladesh,BGD,15.9967342498947,15.9142206710142,16.4420194729911,16.6127076619157,16.7886735625088,20.3479480962979,20.0750615064997,20.8022959266315,21.2079438820896,20.5983315908994,21.2356729879977
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Barbados,BRB,6.12464232323867,5.65956225815187,5.8483405922901,5.57962076130521,6.07918758073321,6.01699869709046,5.95004790759287,5.70282023025494,5.64389591533801,5.38561144081641,5.47452604568164
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Belarus,BLR,26.422236326059,24.7830279828939,21.99575510837,21.0873800866231,20.643977310644,20.151871004434,21.6287778492265,21.2581752779595,21.639996437372,21.486631801818,22.7584959209403
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Belgium,BEL,12.9499394580106,12.6215764552248,12.6643780300003,12.5837894914118,12.5677314710087,12.2484083375363,12.4458285747277,12.343919956787,12.413251241175,12.0120090332978,10.7453176059912
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Belize,BLZ,6.98667250485756,7.47878914842359,7.37670643217317,7.05717292178183,6.96290554250929,6.81412373895188,6.64519260468605,6.19426578000654,6.18222166394507,6.71365983797146,6.52331081778935
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Benin,BEN,11.7335701368448,10.7121556949179,10.9217698965752,10.3866281769808,10.0356700779199,9.93126564010032,9.62006825024772,9.16246199522064,9.86572844000364,9.68791310326743,9.47976782659619
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Bermuda,BMU,0.703756923948915,0.597959796732238,0.51712437029792,0.480075734472843,0.5141752075763,0.431063531109314,0.463659126815448,0.487269749128734,0.516039342813632,0.33638021665575,0.347157463000269
