country,year,gdp_pc_usd,manufacturing_pct_gdp,resource_rents_pct_gdp,tertiary_enrolment_pct,gii_score,population_density,age1564_pct,log_gdp
DZA,2011,218331946925.304,9.73343874629741,5916.31364364343,32.6073913574219,19.79,15.4942924080714,67.5684816420113,26.109282433932954
DZA,2012,227143746075.934,8.5589556099004,6033.64884689543,33.7081413269043,24.4,15.8061610419273,67.3421404984508,26.148848896639564
DZA,2013,229701430292.157,8.02018645677549,5979.60138960585,35.4959411621094,23.11,16.1286164736705,66.9223817569513,26.160046173405522
DZA,2014,238942664192.59,9.87797970942307,6094.69392314956,36.0622482299805,24.2,16.4606678310815,66.3589408507156,26.199489461321832
DZA,2015,187493855609.345,7.11001759889613,4685.05902729002,38.3309783935547,24.38,16.8026368106356,65.7623256885407,25.957011911736434
DZA,2016,180763839522.151,6.89853876611083,4424.98529027556,44.1052894592285,24.46,17.1516218598076,65.1739647385905,25.92045726225832
DZA,2017,189880896903.073,7.33456829401543,4554.66753957828,49.3779106140137,24.34,17.5037080018356,64.587146212269,25.96966285414414
DZA,2018,194554483655.528,7.07738040001596,4577.21029180491,53.1637001037598,23.87,17.846203680417,64.0409495016296,25.993978082400428
DZA,2019,193459662090.677,6.40396994400067,4468.45341883656,54.1856307983398,23.98,18.177688506013,63.5858047801217,25.98833486303681
DZA,2020,164873415325.201,6.28239503315548,3743.5419522929,53.6140289306641,19.48,18.4915534476671,63.2634495033399,25.828443836566667
DZA,2021,186231205262.082,8.18955643268695,4160.55926736925,54.2099914550781,19.9,18.7934368178572,63.0690613740293,25.95025477776966
ECU,2011,78986648000.0,12.8501503190767,5153.6916424375,45.84394200642905,28.75,61.7097237880496,63.0970415320431,25.092544662470956
ECU,2012,87735048000.0,12.5996773832049,5634.08393191094,39.2524681091309,28.5,62.700088581092,63.3757966282722,25.19758729161143
ECU,2013,96570334000.0,12.2611805401854,6109.29031510341,39.7734413146973,32.83,63.6460299565147,63.6707396710756,25.2935374295503
ECU,2014,102717794000.0,13.1351000392395,6405.79979300441,45.84394200642905,27.5,64.5640360766629,63.9831015967478,25.355251200800755
ECU,2015,97209558000.0,14.2997317197965,5976.1596805651,44.5371513366699,26.87,65.4945442100177,64.3119900284178,25.300134876911734
ECU,2016,97671433000.0,14.5926588381272,5917.63771271481,45.84394200642905,27.11,66.4565107102593,64.6722079914688,25.304874958152368
ECU,2017,104467486000.0,13.9316523803397,6233.32244797718,45.84394200642905,29.14,67.4807497181511,65.0447019080708,25.372141721181592
ECU,2018,107478962000.0,13.3663079105658,6303.91892523596,47.3311805725098,26.8,68.6485223063295,65.4040358199557,25.400560963036348
ECU,2019,107595829000.0,12.6784849624608,6205.05759479761,47.2627792358398,26.56,69.8180906748269,65.732908693337,25.401647719982233
ECU,2020,95865472000.0,12.9418128771118,5463.64509649315,56.9066314697266,24.11,70.6477089708488,66.0443856227703,25.28621171229511
ECU,2021,107435101000.0,13.1505558876889,6075.8026572556,45.84394200642905,25.4,71.1968674504751,66.352985667233,25.40015279057898
EGY,2011,235989672977.625,15.7671942236161,2590.64384891965,25.8721904754639,29.21,91.5094268923602,62.1480040537446,26.187053882445202
EGY,2012,279116666666.667,16.1654665564441,2996.0677072015,26.4579601287842,27.9,93.5868210357125,62.0961057401256,26.35489569145879
EGY,2013,288434108527.132,16.6083799182971,3025.52563552448,28.5217609405518,28.48,95.7693033301522,62.0110954010074,26.387732503488674
EGY,2014,305595408895.265,16.7744463669334,3133.39102265541,29.1688709259033,30.03,97.9744376914963,61.9034207116198,26.44552787087745
EGY,2015,329366576819.407,16.6974449068966,3306.98159414141,32.8131103515625,28.91,100.052581244663,61.7368302860934,26.520437182691225
EGY,2016,332441717791.411,16.8413269293155,3270.6287768197,31.9304790496826,25.96,102.109185795369,61.6008772488617,26.529730396840275
EGY,2017,248362771739.13,16.5935206577446,2395.10333299491,33.1621017456055,26.0,104.170030639409,61.5289800193223,26.238156303548045
EGY,2018,262588632526.73,16.3508895794126,2484.70315630508,36.7171516418457,27.16,106.165145411623,61.5446717092144,26.2938545097088
EGY,2019,318678815489.749,15.9882989921372,2962.98892023003,31.6285071902805,27.47,108.044761665578,61.6643683303097,26.48744958452481
EGY,2020,383817841547.099,16.3804559942138,3511.11381026379,40.012939453125,24.23,109.814781254709,61.8346774314352,26.67343390601354
EGY,2021,424671765455.704,15.485283900665,3827.35415374308,31.6285071902805,25.1,111.464169973379,62.0672499568481,26.774582390905923
ESP,2011,1487568659241.25,11.2014709597732,31824.6219134777,80.7240905761719,43.81,93.5078358806114,67.8223406857849,28.028164130774083
ESP,2012,1330994811670.31,10.8118621882614,28456.4438151477,82.89208984375,47.2,93.5068371284061,67.4834730652077,27.91694775726504
ESP,2013,1362186923157.65,10.8662587310316,29218.9105170888,85.2132568359375,49.41,93.2009456028468,67.0770392025555,27.940112555911377
ESP,2014,1380244561361.96,10.9975561841823,29694.8874886229,88.0015563964844,49.27,92.9227364506907,66.6930927877804,27.95328181777457
ESP,2015,1206164777553.12,11.0137685905408,25969.8383138327,88.5742492675781,49.07,92.9526859210545,66.4614550787613,27.81846683637056
ESP,2016,1243015667917.12,10.9527706513192,26740.6851818829,89.8067779541016,49.19,93.0492629572988,66.3143685616246,27.848561533298938
ESP,2017,1321754088818.83,11.1145583338461,28367.9392609439,91.8877410888672,48.81,93.2709101549633,66.1865982307919,27.909980825545993
ESP,2018,1431642809327.06,10.7886322916564,30592.1264795541,92.1748886108398,48.68,93.6697920792501,66.1319737035927,27.98984371852549
ESP,2019,1403496387686.27,10.6967320991298,29776.2011500384,91.020263671875,47.85,94.3508089023978,66.1693765330282,27.969987658955418
ESP,2020,1289783836971.21,10.853212942808,27230.3599933583,90.9548492431641,45.6,94.815383748924,66.2408766587242,27.88549575202163
ESP,2021,1461244901852.69,11.2560847091885,30817.6828559001,94.5903778076172,45.4,94.8822087969797,66.2783015470184,28.010309860831953
EST,2011,23303915794.7569,14.5525672570253,17555.5455239426,71.0235290527344,49.18,31.3149091766926,66.9955155261488,23.8718872432584
EST,2012,23237406116.3988,13.8770730242275,17568.2137969714,72.9364700317383,55.3,31.2030195800896,66.5458455061787,23.86902914980932
EST,2013,25451032780.7573,13.5540034976357,19310.3874900757,75.4523162841797,50.6,30.3196917414309,66.0628361595682,23.960022159895885
EST,2014,27055689003.0038,13.9610951419012,20581.7898991695,76.2024536132812,51.54,30.2402806533241,65.5532115284544,24.021163134469887
EST,2015,23311847750.9394,13.6547460994623,17722.1557669523,74.5832824707031,52.81,30.26011042098,65.0969209844087,23.872227555447058
EST,2016,24561027787.7896,13.6104762733574,18666.3736521706,73.0334320068359,51.73,30.2689210950081,64.6626626611412,23.924426787386786
EST,2017,27469461919.1189,13.3408912828564,20851.5223496861,72.1369781494141,50.93,30.816,64.2570788686562,24.036340748915585
EST,2018,31222632740.7247,13.2138423128235,23618.1361254581,72.0659637451172,50.51,30.9234385964912,63.9606434212114,24.164409077136938
EST,2019,31873748770.0313,12.8803241268467,24021.2501413306,72.7060317993164,49.97,31.0385497076023,63.6685115518553,24.185048585381004
EST,2020,31820771493.8974,12.5917858133422,23933.9939421065,72.0443572998047,48.28,31.0999298245614,63.3615345768253,24.183385105127734
EST,2021,37204563051.4723,13.0463335732433,27953.7670230126,73.1502075195312,49.9,31.1329122807018,63.1847055320839,24.339697253377047
ETH,2011,31952763089.33,3.68255139559386,343.024942351887,7.17573022842407,22.88,82.537679592612,52.0383522399417,24.1875244956998
ETH,2012,43310721414.0829,3.42006071889612,452.101031885754,7.59986019134521,23.3,84.8841807786957,52.5662496261565,24.491666049020665
ETH,2013,47648276605.0123,3.702189003056,484.039833104062,7.50477345784505,24.8,87.224157853982,53.1134705274755,24.587112298606872
ETH,2014,55612228233.5179,3.99132524576571,549.986577082588,7.73872995376587,25.36,89.598740246565,53.6668811752551,24.74166894627891
ETH,2015,64589328550.5953,4.4046191387627,621.845673808133,7.50477345784505,24.17,92.0367822337439,54.2131245567384,24.891315041373904
ETH,2016,74296745207.8721,5.69139881015014,696.195884706786,7.50477345784505,24.83,94.5614799764478,54.7458515074501,25.031332981625443
ETH,2017,81770886825.6048,6.18658850515008,745.632449222154,7.50477345784505,24.16,97.1744352590326,55.2530672521534,25.127187110427815
ETH,2019,95912607722.3032,5.59436889552396,828.70897229725,7.50477345784505,24.16,102.552159549746,56.1010549033282,25.286703277580575
ETH,2020,107657734392.446,5.30328086816582,905.313175805855,7.50477345784505,18.06,105.370090895445,56.4801956284521,25.402222905760134
ETH,2021,111261882958.426,4.60568870386342,910.947840320752,7.50477345784505,18.6,108.224068056306,56.8415943336368,25.435152565398095
FIN,2011,275126915515.565,16.355265487845,51060.3242589767,93.2884292602539,57.5,17.7309947678436,65.6919391690164,26.340498339115243
FIN,2012,257443384492.969,14.5954146662807,47551.6740841369,91.5533828735352,61.8,17.8155615518773,65.1075093394932,26.274065666829397
FIN,2013,270268036626.275,14.6434591173334,49691.0145200739,91.2365264892578,59.51,17.8978314521702,64.5043907459626,26.322680031761436
FIN,2014,273478528954.901,14.6025114765247,50073.7760815871,89.9938812255859,60.67,17.9720030274112,63.9319576160027,26.33448895099151
FIN,2015,233210733506.25,14.8411928141889,42560.3456767103,89.6573791503906,59.97,18.0301108880919,63.4339270226978,26.175208317405776
FIN,2016,238777818792.608,14.7475627790114,43451.2562442158,89.3280029296875,59.9,18.0820078312658,63.0282055999224,26.198799328022567
FIN,2017,253846138440.0,15.3743113223501,46085.0174739036,90.6983871459961,58.49,18.1238944459068,62.6552811381026,26.259994166248536
FIN,2018,273869255596.078,14.7901080183696,49654.2497035329,92.3850021362305,59.63,18.1479501184522,62.3153408434214,26.335916660095574
FIN,2019,267014821129.411,14.7120972002113,48358.1807773701,94.5891189575195,59.83,18.1673609054717,62.0624967514881,26.31057000365403
FIN,2020,270000311606.226,14.5232182818852,48828.6846862799,96.4726333618164,57.02,18.1928768835954,61.8489868728584,26.321688950041253
FIN,2021,294223210496.119,14.9402646685212,53099.1351400148,100.868072509766,58.4,18.2301659134121,61.6707046917791,26.40760453559841
FJI,2012,3972028104.47328,11.5622714283651,4341.40338748749,68.78767013549805,27.9,50.0776135741653,65.0100528079823,22.10254265875216
FJI,2013,4189967998.51424,11.5664406958165,4572.44377544245,68.78767013549805,30.46,50.1561029009305,65.0830875672844,22.15595893326519
FJI,2014,4857104791.41609,10.6541138317051,5293.35679137747,69.2255630493164,30.39,50.2235905856596,65.1216318497098,22.303708375415155
FJI,2015,4682479912.05203,10.4961595864402,5097.53108832569,68.3497772216797,27.31,50.2779419813903,65.1603347783204,22.26709370226841
FRA,2011,2870408553990.28,10.3132840454103,43929.7840873812,55.6257286071777,49.25,119.331558175679,64.4012852086265,28.685475488875525
FRA,2012,2683007095787.23,10.2470795796382,40863.5814412333,57.9090118408203,51.8,119.910181040513,63.9822023210968,28.617959332089832
FRA,2013,2816077607875.26,10.2533499274342,42669.1795111893,59.8487586975098,52.83,120.531619539153,63.6262148936628,28.66636611345938
FRA,2014,2861236112552.42,10.1814983481472,43148.0459288416,61.5104789733887,52.18,121.105322368265,63.2660590407766,28.682274854571848
FRA,2015,2442483452642.5,10.3199116417468,36702.4323733379,62.7859306335449,53.59,121.536702115031,62.9034115542196,28.52403644607786
FRA,2016,2470407619777.13,10.1652320223789,37024.2157133669,64.7276763916016,54.04,121.857823021165,62.632173096763,28.53540428120262
FRA,2017,2588868323334.71,10.0100515756887,38687.1626407164,65.8022308349609,54.18,122.211970625889,62.3980765439097,28.58224195535614
FRA,2018,2781576320884.39,9.88620521645328,41418.1766484844,67.5435180664062,54.36,122.650880182337,62.1793955597294,28.65403890483578
FRA,2019,2722793515171.76,9.91095000638926,40408.2848574751,67.7331314086914,54.25,123.05944586591,61.9811666181521,28.632679496841067
FRA,2020,2647926055110.05,9.24566710385932,39169.8606000707,68.8709411621094,53.66,123.45949371481,61.8134010588151,28.60479782880602
FRA,2021,2966433692008.09,9.09582515832787,43725.0999521245,69.9397888183594,55.0,123.90091077276,61.7040398746753,28.71838157013104
GBR,2011,2663805834828.07,9.32941976073476,42109.6418795749,59.3426704406738,55.96,261.475674781962,65.6678825334919,28.610776981126165
GBR,2012,2707089726614.64,9.34630320677592,42497.3404974322,59.1499404907227,61.2,263.300190137643,65.2614604980162,28.62689527215644
GBR,2013,2784853502534.29,9.59367584672618,43426.2981405143,56.7628898620605,61.25,265.069536642831,64.8698524669935,28.655216385602625
GBR,2014,3064708247921.43,9.41066751713007,47439.6165895125,56.4879112243652,62.37,267.028884388046,64.5811849432514,28.75097349250591
GBR,2015,2927911140916.73,9.29473281602295,44964.3911437292,56.3971290588379,62.42,269.153139337825,64.349417600625,28.705310363519537
GBR,2016,2689106566899.61,9.1098062154651,40985.2351382417,58.019100189209,61.93,271.200731616583,64.1335648731091,28.620230123110407
GBR,2017,2680148052335.3,9.05419590661528,40572.1214823783,59.5547981262207,60.89,273.049472988054,63.9059468954247,28.616893152334146
GBR,2018,2871340347581.79,8.95235988968101,43203.8141057739,61.0918807983398,60.13,274.708981936924,63.6924638374832,28.685800056743492
GBR,2019,2851407164907.81,8.79681958314551,42662.5353740311,65.5249404907227,61.3,276.263080229819,63.5198822523142,28.678833730431514
GBR,2020,2696778386607.65,8.99725503283597,40201.6812422928,69.5303802490234,59.78,277.27538544207,63.4278786786019,28.6230789863754
GBR,2021,3143323050707.26,8.64632011901637,46896.8662432834,77.0768814086914,59.8,277.048286694498,63.4465589396069,28.776301652651437
GEO,2011,15475290469.2869,9.45154105521284,4119.66818307193,34.3632888793945,31.87,65.7203016200707,67.7397638084288,23.46251042556947
GEO,2012,16894392033.2256,9.54490769616805,4530.69533409431,32.4973793029785,34.3,65.238006928164,67.6326862206997,23.550247571453387
GEO,2013,17517660143.6859,9.22261068021141,4712.00229382665,39.4706687927246,35.56,65.0419538822212,67.3865651560398,23.586475360093015
GEO,2014,17966015109.3043,9.21055324380556,4830.33486170249,45.7736511230469,34.53,65.0725007872914,66.9676005173329,23.611747760747413
GEO,2015,15223796148.8396,9.23868791246961,4086.6223465965,51.1823806762695,33.83,65.1750586094685,66.4359840145481,23.44612557673235
GEO,2016,15444548901.9637,7.78368506004979,4143.40125686315,57.3850593566895,33.86,65.2140557752196,65.8971898365452,23.46052195615451
GEO,2017,16473125375.0684,8.77075350749879,4418.75206546679,62.7497596740723,34.39,65.2227859617201,65.3998342675011,23.52499612482556
GEO,2018,17902544880.6471,9.05712081808966,4804.0546040444,66.0417785644531,35.05,65.197330207495,64.9358595812196,23.608208711790816
GEO,2019,17638337116.9126,8.82563487913767,4741.2832715876,69.0164108276367,36.98,65.0855698239966,64.4923615039024,23.593340615332853
GEO,2020,16010869215.68,9.42818092349716,4300.85701291207,71.3107528686523,31.78,65.1302704783232,64.1121823294811,23.496533654528744
GEO,2021,18853115588.8106,9.91604571503854,5083.60695484577,76.8213119506836,32.4,64.8834808775675,63.8378060056736,23.65994402040869
GHA,2011,39336668080.559,6.42376585885943,1507.43573198753,11.156060218811,32.48,114.683519381208,57.6207445631147,24.395422950859327
GHA,2012,41271701060.954,5.66058649920669,1543.77524235764,11.4314603805542,29.6,117.492607893118,57.706675235943,24.443442897718363
GHA,2013,62824629066.0408,11.5885474629749,2294.025645187,11.763578414917,30.6,120.357708534763,57.7912847870327,24.863613016117345
GHA,2014,54783319817.3705,11.0199488260173,1953.64513603117,15.2124500274658,30.26,123.238076821658,57.8927979928387,24.726651601671808
GHA,2015,49406010054.2663,11.0982995618487,1721.69964380717,15.726619720459,28.04,126.114388678914,58.0343822372177,24.623337914757723
GHA,2016,56164929304.8754,10.8204245904679,1913.18673253576,14.2144002914429,26.66,129.017939702909,58.2304936670168,24.751558365334894
GHA,2018,67298914624.3723,10.1201333350505,2196.61290615342,16.0154399871826,24.52,134.647029093786,58.7468098211202,24.932409946043155
GHA,2019,68337969247.7067,10.1612187308728,2186.18924111824,17.4338893890381,25.27,137.382028101418,59.0123019186988,24.947731367764867
GHA,2020,70043099675.68,10.9530558483938,2196.54789313621,18.6487197875977,22.28,140.147712389575,59.306835725214,24.972376599176922
GHA,2021,79524421861.2743,10.8854255442819,2445.50081810782,19.1863193511963,22.3,142.918455784436,59.6173505277661,25.099330004656096
GIN,2013,8376613539.28278,10.8007785486665,748.455020824734,10.4762001037598,25.7,45.5472611102067,52.6752447959336,22.848709557507615
GIN,2014,8778473372.82124,11.0824935422383,765.146999389279,10.891300201416,20.25,46.6910467198437,52.9287869421954,22.895568353942444
GIN,2015,8794201742.84609,12.1187356683819,747.356966759448,8.70392799377441,18.49,47.8881246947745,53.1930038658731,22.897358448406877
GIN,2016,8595955222.49719,10.9266759656277,711.996509782316,8.63794803619385,17.24,49.1332817841446,53.440739400134,22.874557606603894
GIN,2017,10324668271.1362,10.021586832517,833.598621691121,8.52771759033203,17.41,50.4055795214065,53.6638744858065,23.057801846573852
GIN,2018,11857030366.7891,12.0732499471316,933.273615633705,7.59974813461304,20.71,51.7042731564382,53.8882234347498,23.196186808504425
GIN,2019,13442861496.4454,10.4003589799348,1031.34146480732,6.84396314620972,19.5,53.0455233599219,54.1370890415215,23.32171405834123
GIN,2020,14088693742.9464,9.56625663157385,1053.66097696415,5.77144193649292,17.32,54.4163397362852,54.4109522695187,23.36863845046469
GIN,2021,17069115737.8259,11.4227929712381,1244.96550477914,6.7185697555542,16.7,55.7973018069347,54.6990546597345,23.560536570291823
GMB,2012,1415004738.26621,5.74815979853717,692.579361628102,2.66229009628296,23.3,201.886758893281,53.2544138315678,21.070398716634035
GMB,2013,1375609453.43746,5.61120256265393,653.862713272743,2.66229009628296,26.39,207.887351778656,53.4267554797358,21.042162708727226
GMB,2014,1229461721.40861,6.51178104456846,568.00453558864,2.66229009628296,29.03,213.886166007905,53.6241388422788,20.929842285673978
GMB,2015,1378176608.93204,6.34925434673243,619.536364296461,2.66229009628296,27.49,219.815118577075,53.834249856936,21.04402716455647
GRC,2011,283228079776.041,8.14872583676611,25504.7866510124,105.812690734863,34.18,86.1512723041117,65.8451124997845,26.369518345602323
GRC,2012,238841140018.233,8.13642389483796,21624.346052551,110.122978210449,35.3,85.6866640806827,65.4403133152416,26.19906448175999
GRC,2013,236556279640.705,7.78048722385766,21573.3449762805,112.705833435059,37.71,85.067579519007,65.0482485111407,26.18945198545077
GRC,2014,233911581521.062,7.79323131183445,21474.7257123892,119.104209899902,38.95,84.5028161365399,64.7156591244612,26.178209024150664
GRC,2015,194567373678.099,8.2939794133625,17980.7298238137,129.36947174072262,40.28,83.947889837083,64.4361225877416,25.994044334256152
GRC,2016,193097239005.87,8.1077472947053,17919.2426377048,131.403213500977,39.75,83.5994647013189,64.1636112798065,25.986459728018016
GRC,2017,200381103984.298,8.01771265830777,18631.9930129293,135.333923339844,38.85,83.4342823894492,63.9236489103791,26.02348691021588
GRC,2018,213298873494.394,8.18182062799694,19873.4015238771,140.950317382812,38.93,83.2651823118697,63.7348406022322,26.085960181089536
GRC,2019,207305649887.019,7.83958999296986,19335.3602002969,143.96272277832,38.9,83.1775174553918,63.5769463955355,26.057460110657452
GRC,2020,191362985554.861,8.42728042228222,17886.733165236,143.693344116211,36.79,82.999216446858,63.4362736718399,25.977437909357775
GRC,2021,218303801895.326,8.66558957724326,20654.7001960815,150.605484008789,36.3,81.9953995345229,63.1383476119661,26.10915351627061
GTM,2011,46876006272.2387,18.9568997751997,3168.98370607705,16.486270904541,29.33,138.037756625607,57.388835025771,24.570771788147663
GTM,2012,49593929487.1263,19.4267259519628,3286.61959336267,16.934289932251,28.4,140.814175065323,57.9383453416222,24.627134273814647
GTM,2013,52996446269.442,14.4164226540723,3444.15971843874,19.6571807861328,31.46,143.59217058604,58.4664825867373,24.693490696730517
GTM,2014,57852153058.502,14.0766487906713,3689.14472473545,18.3490905761719,30.75,146.339352370287,58.9667208167469,24.78115650784516
GTM,2015,62186064718.7424,14.326328695069,3893.50521848131,22.0697193145752,28.84,149.045754012691,59.4359269367157,24.85339677169926
GTM,2016,66053403469.0024,14.190600806824,4060.13755621218,16.1237926483154,27.3,151.817469204927,59.8961168521756,24.91372939526247
GTM,2017,71653754066.2763,14.1404419045845,4324.99607911366,17.1044540405273,27.9,154.603928704741,60.3424312037219,24.995111384352953
GTM,2018,73328365862.4329,13.9542763714142,4352.94651790253,17.5163669586182,25.51,157.201241134752,60.7606992532509,25.018213354096773
GTM,2019,77172317258.6478,13.8112907260869,4511.99755157656,22.6505107879639,25.07,159.609957073535,61.1806848214015,25.069306644937722
GTM,2020,77719464220.73,14.1081589463862,4477.61761796418,18.6944980621338,22.35,161.97578387458,61.6502064214905,25.07637156772023
GTM,2021,86478835636.3813,13.9283829228936,4913.94712869347,18.55861740112305,24.1,164.227790220231,62.1568682212309,25.183165546222586
GUY,2011,3691384317.52178,6.01840110369443,4947.22170589917,11.1490097045898,34.83,3.79046482092964,63.6643557018467,22.029267378446196
GUY,2012,4063088535.76331,6.01570949241623,5444.39751913913,11.6349601745605,33.7,3.79115062230124,64.0113709376468,22.12520924445131
GUY,2013,4167800928.83553,6.3459503155219,5556.91231156932,11.39198493957515,34.36,3.8101143002286,64.2139591998363,22.150654378461148
GUY,2014,4127660151.8087,6.04622180080549,5472.68820452237,11.39198493957515,32.48,3.83149098298197,64.3505487060296,22.14097653417085
GUY,2015,4279840193.7046,5.9391007109179,5640.41560569466,11.39198493957515,30.75,3.85461518923038,64.4153583181445,22.177181507923553
HKG,2011,248513617677.287,1.58072403757179,35142.4879344543,60.2208404541016,58.8,6734.85714285714,74.6727743972587,26.23876348048784
HKG,2012,262628865879.697,1.5021656221052,36730.796195815,60.9527893066406,58.7,6809.61904761905,74.4871693212986,26.29400771615439
HKG,2013,275696879834.966,1.41027589609527,38403.7777145477,68.0859069824219,59.43,6837.04761904762,74.0951580564497,26.34256783766499
HKG,2014,291459995978.893,1.2338468277725,40315.3739510191,69.6881790161133,56.82,6885.2380952381,73.6094696625815,26.398168598255534
HKG,2015,309385622601.348,1.11396500825592,42432.1619740441,68.7008666992188,57.23,6944.09523809524,73.0763745892758,26.457854305361035
HKG,2016,320860317562.562,1.07781344078812,43734.1980702999,70.3316421508789,55.69,6987.2380952381,72.5100177044859,26.494271717591978
HKG,2017,341273289534.466,1.02642830098086,46160.429791493,72.9228515625,53.88,7041.14285714286,71.8759568222049,26.555949428836858
HKG,2018,361731070995.726,0.972374903409678,48537.5668888343,78.2463226318359,54.62,7097.71428571429,71.2239751252594,26.614166874885004
HKG,2019,363074545072.389,1.03218885477863,48359.0011950597,83.8542098999023,55.54,7150.38095238095,70.5644998078365,26.61787400845427
HKG,2020,344943149590.058,0.953922818394398,46109.2299946609,89.9478988647461,54.24,7124.7619047619,69.8975753165571,26.566645456602497
HKG,2021,368954169748.818,0.912665495804877,49770.5642374739,97.3813323974609,53.7,7060.09523809524,69.1624998338255,26.633938272050614
HND,2011,17710275685.4074,17.1943940174517,2073.66121088074,22.01495628356935,27.81,76.3301724908392,59.4687095717002,23.59741085527202
HND,2012,18528554397.5695,17.6861395577953,2126.03474686503,18.8540897369385,26.3,77.8896773616945,60.0397368858438,23.64257886003795
HND,2013,18499729214.904,17.2942592461772,2081.12843527945,19.3874206542969,28.8,79.4465814639378,60.592472222855,23.641021931891352
HND,2014,19756533971.8698,17.2545874850923,2179.88171977271,19.6584796905518,26.73,81.0002859951738,61.1323415301956,23.706750107598758
HND,2015,20979791685.416,17.5431120239302,2271.20265980349,20.2654304504395,27.48,82.5570202877826,61.6653017303207,23.76682551066679
HND,2016,21717604952.1835,17.1467725059127,2307.34468351082,20.9513092041016,26.94,84.121726695862,62.1810795994212,23.80138905669556
HND,2017,23136247990.5977,17.1266629002784,2413.0076562942,24.4584407806396,26.36,85.6925283760837,62.6597879577538,23.864666401684374
HND,2018,24067750760.499,16.8927082911441,2464.64241531918,26.2141990661621,24.95,87.2750916078291,63.0886349044908,23.904138638612665
HND,2019,24882225741.8119,16.5344925692041,2502.32744328073,25.126579284668,25.48,88.8697202609706,63.4708932102134,23.937419559892206
HND,2020,23352232483.755,16.2334694093705,2307.61494319511,22.7773380279541,22.95,90.4427562784878,63.825483721482,23.873958426073667
HND,2021,28144331506.6149,16.2151646162406,2735.14751503977,22.4562759399414,22.8,91.9642237912235,64.1540644341067,24.060611803816773
HRV,2011,62903737379.7834,13.6597627676113,14694.9993201417,59.3388595581055,37.98,76.4888499749839,66.9100271349628,24.864871416690235
HRV,2012,57551963753.2104,13.514937862597,13508.6836989693,62.0256614685059,40.7,76.1269387463369,66.8433180453821,24.7759540940901
HRV,2013,59852401272.3204,12.6084454384279,14136.3967669505,66.7111129760742,41.95,75.6543849617611,66.7137862494026,24.81514738965466
HRV,2014,59612144078.4133,12.7311178157245,14187.9694531493,68.6392517089844,40.75,75.0767993710242,66.4871658325589,24.811125149966447
HRV,2015,51005200669.6941,12.7361539594217,12285.3032582105,68.4413986206055,41.7,74.1856371953399,66.146261641978,24.65519343838732
HRV,2016,52654855638.1057,12.874923346888,12821.1738140304,69.5889511108398,38.29,73.3840861982703,65.7635720154282,24.687024296119258
HRV,2017,56186190437.9959,12.7593550106164,13902.6310485422,71.3775863647461,39.8,72.2144056893717,65.2937585801138,24.75193684190768
HRV,2018,61668130122.5878,12.2987948004737,15460.4183295843,72.8625411987305,40.73,71.2739439639768,64.7650804945653,24.845033104792673
HRV,2019,61467582193.6824,11.9940431374938,15563.8167397199,74.0501174926758,37.82,70.5701879779859,64.2827891136582,24.841775753981015
HRV,2020,57963370885.0798,12.1555164335867,14808.4620188819,74.738037109375,37.27,69.946497498213,63.8820518579105,24.783077111525536
HRV,2021,69006802298.6956,11.6570943256848,17789.9304736722,78.0067901611328,37.3,69.3170300214439,63.519292362808,24.95747092072365
HUN,2011,141942264554.475,18.4377347949251,14234.471576937,59.9984893798828,48.12,110.148315475533,68.7322393565328,25.678686224223963
HUN,2012,128814279315.132,18.4725080648162,12984.8365730133,60.6758003234863,46.5,109.580934496852,68.5314900042081,25.5816375087196
HUN,2013,135684315697.713,18.7141313676444,13715.0703590361,57.2066802978516,46.93,109.27959792334,68.2352317213276,25.633596816397713
HUN,2014,141033843265.669,19.438228788326,14294.2584180751,52.8164901733398,44.61,108.113828621521,67.8503265083229,25.6722657216844
HUN,2015,125174166987.372,20.215286547804,12717.038597002,50.0656509399414,43.0,107.85698005698,67.4528577545496,25.55297194035595
HUN,2016,128609822750.039,19.605726746561,13104.6995457458,49.47705078125,44.71,107.539151873767,67.0502119558858,25.580049028026107
HUN,2017,143112196040.326,19.1264888029734,14621.2395956755,49.910270690918,41.74,107.253626999781,66.6846693017279,25.686894747272877
HUN,2018,160565642983.587,18.5033366208224,16425.2050299693,50.8998908996582,44.94,107.117729563883,66.3242430335959,25.801968686454586
HUN,2019,164020460331.659,17.4329538120912,16786.2136399075,52.3610382080078,44.51,107.069263642341,65.8474599647003,25.823257015108833
HUN,2020,157288955508.176,17.3085871465959,16131.9540355923,54.6020393371582,41.53,106.839239535393,65.3516634491369,25.781350431628727
HUN,2021,182109999477.691,16.7329079767572,18755.1023464312,56.5250091552734,42.7,106.398104317335,65.0297164165967,25.927876734186043
IDN,2011,892969104529.572,21.7608545038476,3579.46442452684,25.4599514007568,27.78,132.872174396105,66.3459439088059,27.51781781983311
IDN,2012,917869913364.917,21.4509550553875,3632.272540431,29.5658359527588,28.1,134.591727167608,66.4915446182363,27.54532151095141
IDN,2013,912524136718.018,21.0286886817218,3566.60284506078,30.4385662078857,31.95,136.271572751061,66.6471548360078,27.53948037325106
IDN,2014,890814755511.014,21.0751760505565,3441.06808455308,30.5253391265869,31.81,137.882705314833,66.8074162395304,27.515402336529004
IDN,2015,860854232717.718,20.9857874310206,3288.22269737572,33.0326499938965,29.79,139.438934572699,66.9524898064165,27.48119102706186
