Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Population density (people per sq. km of land area),EN.POP.DNST,Afghanistan,AFG,44.9959492816951,46.8546892967205,48.4839765113534,50.2775447311531,51.8709105683578,53.2030296061205,54.7183278904681,56.3344817012404,58.0410606687825,59.9006163469942,61.3286907992579
Population density (people per sq. km of land area),EN.POP.DNST,Albania,ALB,106.02901459854,105.854051094891,105.660291970803,105.441751824818,105.135145985401,104.967189781022,104.870693430657,104.612262773723,104.167554744526,103.571131386861,102.615547445255
Population density (people per sq. km of land area),EN.POP.DNST,Algeria,DZA,15.4942924080714,15.8061610419273,16.1286164736705,16.4606678310815,16.8026368106356,17.1516218598076,17.5037080018356,17.846203680417,18.177688506013,18.4915534476671,18.7934368178572
Population density (people per sq. km of land area),EN.POP.DNST,American Samoa,ASM,274.475,272.445,270.03,267.33,264.39,261.225,257.93,254.54,251.045,248.805,246.125
Population density (people per sq. km of land area),EN.POP.DNST,Andorra,AND,165.495744680851,163.476595744681,159.987234042553,156.887234042553,153.56170212766,153.576595744681,156.942553191489,159.91914893617,162.710638297872,164.63829787234,166.731914893617
Population density (people per sq. km of land area),EN.POP.DNST,Angola,AGO,19.4259661506377,20.1952306088073,20.9879040667362,21.7861305847437,22.5858650838213,23.4082537900056,24.2518962059838,25.1039985561883,25.969063928772,26.8317413972888,27.6990687414775
Population density (people per sq. km of land area),EN.POP.DNST,Antigua and Barbuda,ATG,196.209090909091,198.318181818182,200.145454545455,201.738636363636,203.202272727273,204.475,205.609090909091,206.65,207.645454545455,208.740909090909,209.884090909091
Population density (people per sq. km of land area),EN.POP.DNST,Argentina,ARG,15.2485886234831,15.4061004351973,15.5598387102668,15.7212073709481,15.8867142423877,16.0413905118958,16.1833799224611,16.3171137395905,16.4335255363231,16.5133665121004,16.5573305708721
Population density (people per sq. km of land area),EN.POP.DNST,Armenia,ARM,106.354056902002,106.220583069898,106.146821215314,105.858798735511,105.535651563049,105.103617843344,104.650509308044,104.285212504391,104.056902002107,104.021777309449,104.049877063576
Population density (people per sq. km of land area),EN.POP.DNST,Aruba,ABW,569.95,578.388888888889,587.083333333333,593.372222222222,599.477777777778,604.038888888889,604.083333333333,605.044444444444,606.683333333333,603.261111111111,598.333333333333
Population density (people per sq. km of land area),EN.POP.DNST,Australia,AUS,2.90798641031983,2.95920036968095,3.01057352615753,3.05581479504836,3.10011259648803,3.14493553058884,3.19715601363491,3.24534491589985,3.29365056253104,3.33452695130798,3.33922844714392
Population density (people per sq. km of land area),EN.POP.DNST,Austria,AUT,101.692232186137,102.156943771207,102.760821619001,103.567086766844,104.734597673291,105.873339796413,106.61131846825,107.131858943286,107.609306834707,108.057004362579,108.528805138148
Population density (people per sq. km of land area),EN.POP.DNST,Azerbaijan,AZE,110.976336228798,112.460790244138,113.923480806688,115.348813858679,116.731076781631,118.033288980283,119.208741622511,120.25759188908,121.280071139933,122.124736829369,122.658802177858
Population density (people per sq. km of land area),EN.POP.DNST,"Bahamas, The",BHS,37.1357642357642,37.5093906093906,37.8574425574426,38.1916083916084,38.4961038961039,38.7667332667333,39.0094905094905,39.2324675324675,39.4280719280719,39.5467532467532,39.5977022977023
Population density (people per sq. km of land area),EN.POP.DNST,Bahrain,BHR,1558.0443285528,1570.08311688312,1627.52077922078,1705.00907911803,1761.33933161954,1827.63286264442,1924.50769230769,1931.99357326478,1902.25128205128,1875.41910828025,1904.25949367089
Population density (people per sq. km of land area),EN.POP.DNST,Bangladesh,BGD,1179.92683413997,1191.28909118845,1202.52086502266,1213.52791733886,1224.42328493508,1235.3993393255,1245.95641852962,1256.22726434662,1266.90523930245,1277.54493354844,1287.99918568026
Population density (people per sq. km of land area),EN.POP.DNST,Barbados,BRB,642.183720930233,644.041860465116,645.732558139535,647.320930232558,648.813953488372,650.227906976744,651.560465116279,652.816279069767,653.96976744186,655.111627906977,656.155813953488
Population density (people per sq. km of land area),EN.POP.DNST,Belarus,BLR,46.6297521068454,46.5593029044007,46.5393725235082,46.5506003261518,46.611337189252,46.6499448243246,46.5987595325832,46.5010592176569,46.4107506220284,46.211212927382,45.8368317319537
