country,year,gdp_pc_usd,manufacturing_pct_gdp,resource_rents_pct_gdp,tertiary_enrolment_pct,gii_score,population_density,age1564_pct
ETH,2015,64589328550.5953,4.4046191387627,621.845673808133,,24.17,92.0367822337439,54.2131245567384
ETH,2016,74296745207.8721,5.69139881015014,696.195884706786,,24.83,94.5614799764478,54.7458515074501
ETH,2017,81770886825.6048,6.18658850515008,745.632449222154,,24.16,97.1744352590326,55.2530672521534
ETH,2018,84269196625.8784,5.8276168447099,747.968143637014,,,99.8298825389562,55.7047451273376
ETH,2019,95912607722.3032,5.59436889552396,828.70897229725,,24.16,102.552159549746,56.1010549033282
ETH,2020,107657734392.446,5.30328086816582,905.313175805855,,18.06,105.370090895445,56.4801956284521
ETH,2021,111261882958.426,4.60568870386342,910.947840320752,,18.6,108.224068056306,56.8415943336368
FIN,2011,275126915515.565,16.355265487845,51060.3242589767,93.2884292602539,57.5,17.7309947678436,65.6919391690164
FIN,2012,257443384492.969,14.5954146662807,47551.6740841369,91.5533828735352,61.8,17.8155615518773,65.1075093394932
FIN,2013,270268036626.275,14.6434591173334,49691.0145200739,91.2365264892578,59.51,17.8978314521702,64.5043907459626
FIN,2014,273478528954.901,14.6025114765247,50073.7760815871,89.9938812255859,60.67,17.9720030274112,63.9319576160027
FIN,2015,233210733506.25,14.8411928141889,42560.3456767103,89.6573791503906,59.97,18.0301108880919,63.4339270226978
FIN,2016,238777818792.608,14.7475627790114,43451.2562442158,89.3280029296875,59.9,18.0820078312658,63.0282055999224
FIN,2017,253846138440,15.3743113223501,46085.0174739036,90.6983871459961,58.49,18.1238944459068,62.6552811381026
FIN,2018,273869255596.078,14.7901080183696,49654.2497035329,92.3850021362305,59.63,18.1479501184522,62.3153408434214
FIN,2019,267014821129.411,14.7120972002113,48358.1807773701,94.5891189575195,59.83,18.1673609054717,62.0624967514881
FIN,2020,270000311606.226,14.5232182818852,48828.6846862799,96.4726333618164,57.02,18.1928768835954,61.8489868728584
FIN,2021,294223210496.119,14.9402646685212,53099.1351400148,100.868072509766,58.4,18.2301659134121,61.6707046917791
FJI,2011,3779411899.37483,11.9246700921386,4139.60288609702,,,49.972030651341,64.8892072572656
FJI,2012,3972028104.47328,11.5622714283651,4341.40338748749,,27.9,50.0776135741653,65.0100528079823
FJI,2013,4189967998.51424,11.5664406958165,4572.44377544245,,30.46,50.1561029009305,65.0830875672844
FJI,2014,4857104791.41609,10.6541138317051,5293.35679137747,69.2255630493164,30.39,50.2235905856596,65.1216318497098
FJI,2015,4682479912.05203,10.4961595864402,5097.53108832569,68.3497772216797,27.31,50.2779419813903,65.1603347783204
FJI,2016,4930213634.35692,10.9318098449337,5363.79025590254,77.8562698364258,,50.3101258894362,65.2171098582846
FJI,2017,5353469171.0611,10.4461315762246,5826.84814087383,82.9545288085938,,50.2878489326765,65.2999128715544
FJI,2018,5581425324.91185,10.3875798129426,6085.41979209299,79.9261474609375,,50.2014230979748,65.4160579166576
FJI,2019,5444407214.31758,10.3765231557191,5950.82868635508,78.2611541748047,,50.0765736179529,65.5568179892983
FJI,2020,4432466237.09588,11.06471015783,4844.42129036462,84.2023696899414,,50.0800766283525,65.7076297074308
FJI,2021,4305031630.81808,11.4027360175894,4696.17101880318,76.6493606567383,,50.1757525998905,65.8882134064062
FRA,2011,2870408553990.28,10.3132840454103,43929.7840873812,55.6257286071777,49.25,119.331558175679,64.4012852086265
FRA,2012,2683007095787.23,10.2470795796382,40863.5814412333,57.9090118408203,51.8,119.910181040513,63.9822023210968
FRA,2013,2816077607875.26,10.2533499274342,42669.1795111893,59.8487586975098,52.83,120.531619539153,63.6262148936628
FRA,2014,2861236112552.42,10.1814983481472,43148.0459288416,61.5104789733887,52.18,121.105322368265,63.2660590407766
FRA,2015,2442483452642.5,10.3199116417468,36702.4323733379,62.7859306335449,53.59,121.536702115031,62.9034115542196
FRA,2016,2470407619777.13,10.1652320223789,37024.2157133669,64.7276763916016,54.04,121.857823021165,62.632173096763
FRA,2017,2588868323334.71,10.0100515756887,38687.1626407164,65.8022308349609,54.18,122.211970625889,62.3980765439097
FRA,2018,2781576320884.39,9.88620521645328,41418.1766484844,67.5435180664062,54.36,122.650880182337,62.1793955597294
FRA,2019,2722793515171.76,9.91095000638926,40408.2848574751,67.7331314086914,54.25,123.05944586591,61.9811666181521
FRA,2020,2647926055110.05,9.24566710385932,39169.8606000707,68.8709411621094,53.66,123.45949371481,61.8134010588151
FRA,2021,2966433692008.09,9.09582515832787,43725.0999521245,69.9397888183594,55,123.90091077276,61.7040398746753
GAB,2011,18210307743.5816,19.1528007507603,10219.1139339454,,,6.91576434974968,58.6804767381534
GAB,2012,17170464016.0593,16.5014056434654,9296.96587941088,,26.5,7.16765242364264,58.9065290587228
GAB,2013,17595744798.3398,17.1624139596913,9197.70106323947,,28.04,7.42445375868359,59.1230221135423
GAB,2014,18203966895.8433,17.393405866881,9201.36276648105,,,7.67803391935421,59.299651056321
GAB,2015,14383107762.6952,16.6870330418249,7047.12654634355,,,7.92094151434005,59.4011630143124
GAB,2016,14023890265.3665,17.456006771994,6677.07003901644,,,8.15114681569449,59.4196750378278
GAB,2017,14929487485.1623,17.6224186689537,6921.73373135624,,,8.37078433655451,59.3743798970745
GAB,2018,16867326401.9626,18.9415576135283,7624.2775233771,,,8.58585788023441,59.3016599109305
GAB,2019,16874405465.391,18.8025688304726,7441.1786472281,19.6197319030762,,8.80081499592502,59.2317653240247
GAB,2020,15342236163.9864,18.5764709410674,6605.80346077565,,,9.01361819381379,59.1889307348553
GAB,2021,19444935097.2395,21.6495470771382,8181.40914134656,14.7383832931519,,9.22389878526798,59.1823317998487
GBR,2011,2663805834828.07,9.32941976073476,42109.6418795749,59.3426704406738,55.96,261.475674781962,65.6678825334919
GBR,2012,2707089726614.64,9.34630320677592,42497.3404974322,59.1499404907227,61.2,263.300190137643,65.2614604980162
GBR,2013,2784853502534.29,9.59367584672618,43426.2981405143,56.7628898620605,61.25,265.069536642831,64.8698524669935
GBR,2014,3064708247921.43,9.41066751713007,47439.6165895125,56.4879112243652,62.37,267.028884388046,64.5811849432514
GBR,2015,2927911140916.73,9.29473281602295,44964.3911437292,56.3971290588379,62.42,269.153139337825,64.349417600625
GBR,2016,2689106566899.61,9.1098062154651,40985.2351382417,58.019100189209,61.93,271.200731616583,64.1335648731091
GBR,2017,2680148052335.3,9.05419590661528,40572.1214823783,59.5547981262207,60.89,273.049472988054,63.9059468954247
GBR,2018,2871340347581.79,8.95235988968101,43203.8141057739,61.0918807983398,60.13,274.708981936924,63.6924638374832
GBR,2019,2851407164907.81,8.79681958314551,42662.5353740311,65.5249404907227,61.3,276.263080229819,63.5198822523142
GBR,2020,2696778386607.65,8.99725503283597,40201.6812422928,69.5303802490234,59.78,277.27538544207,63.4278786786019
GBR,2021,3143323050707.26,8.64632011901637,46896.8662432834,77.0768814086914,59.8,277.048286694498,63.4465589396069
GEO,2011,15475290469.2869,9.45154105521284,4119.66818307193,34.3632888793945,31.87,65.7203016200707,67.7397638084288
GEO,2012,16894392033.2256,9.54490769616805,4530.69533409431,32.4973793029785,34.3,65.238006928164,67.6326862206997
GEO,2013,17517660143.6859,9.22261068021141,4712.00229382665,39.4706687927246,35.56,65.0419538822212,67.3865651560398
GEO,2014,17966015109.3043,9.21055324380556,4830.33486170249,45.7736511230469,34.53,65.0725007872914,66.9676005173329
GEO,2015,15223796148.8396,9.23868791246961,4086.6223465965,51.1823806762695,33.83,65.1750586094685,66.4359840145481
GEO,2016,15444548901.9637,7.78368506004979,4143.40125686315,57.3850593566895,33.86,65.2140557752196,65.8971898365452
GEO,2017,16473125375.0684,8.77075350749879,4418.75206546679,62.7497596740723,34.39,65.2227859617201,65.3998342675011
GEO,2018,17902544880.6471,9.05712081808966,4804.0546040444,66.0417785644531,35.05,65.197330207495,64.9358595812196
GEO,2019,17638337116.9126,8.82563487913767,4741.2832715876,69.0164108276367,36.98,65.0855698239966,64.4923615039024
GEO,2020,16010869215.68,9.42818092349716,4300.85701291207,71.3107528686523,31.78,65.1302704783232,64.1121823294811
GEO,2021,18853115588.8106,9.91604571503854,5083.60695484577,76.8213119506836,32.4,64.8834808775675,63.8378060056736
GHA,2011,39336668080.559,6.42376585885943,1507.43573198753,11.156060218811,32.48,114.683519381208,57.6207445631147
GHA,2012,41271701060.954,5.66058649920669,1543.77524235764,11.4314603805542,29.6,117.492607893118,57.706675235943
GHA,2013,62824629066.0408,11.5885474629749,2294.025645187,11.763578414917,30.6,120.357708534763,57.7912847870327
GHA,2014,54783319817.3705,11.0199488260173,1953.64513603117,15.2124500274658,30.26,123.238076821658,57.8927979928387
GHA,2015,49406010054.2663,11.0982995618487,1721.69964380717,15.726619720459,28.04,126.114388678914,58.0343822372177
GHA,2016,56164929304.8754,10.8204245904679,1913.18673253576,14.2144002914429,26.66,129.017939702909,58.2304936670168
GHA,2017,60405924078.7278,10.1522230921101,2012.97025750655,16.3660793304443,,131.88166476224,58.4792804696985
GHA,2018,67298914624.3723,10.1201333350505,2196.61290615342,16.0154399871826,24.52,134.647029093786,58.7468098211202
GHA,2019,68337969247.7067,10.1612187308728,2186.18924111824,17.4338893890381,25.27,137.382028101418,59.0123019186988
GHA,2020,70043099675.68,10.9530558483938,2196.54789313621,18.6487197875977,22.28,140.147712389575,59.306835725214
GHA,2021,79524421861.2743,10.8854255442819,2445.50081810782,19.1863193511963,22.3,142.918455784436,59.6173505277661
GIN,2011,6785137203.33153,10.4712769261704,636.694958747648,10.6762504577637,,43.3697297737262,52.13738445182
GIN,2012,7638044556.84656,10.5298592048946,699.353377212197,10.0537395477295,,44.4472611102067,52.4176606123995
GIN,2013,8376613539.28278,10.8007785486665,748.455020824734,10.4762001037598,25.7,45.5472611102067,52.6752447959336
GIN,2014,8778473372.82124,11.0824935422383,765.146999389279,10.891300201416,20.25,46.6910467198437,52.9287869421954
GIN,2015,8794201742.84609,12.1187356683819,747.356966759448,8.70392799377441,18.49,47.8881246947745,53.1930038658731
GIN,2016,8595955222.49719,10.9266759656277,711.996509782316,8.63794803619385,17.24,49.1332817841446,53.440739400134
GIN,2017,10324668271.1362,10.021586832517,833.598621691121,8.52771759033203,17.41,50.4055795214065,53.6638744858065
GIN,2018,11857030366.7891,12.0732499471316,933.273615633705,7.59974813461304,20.71,51.7042731564382,53.8882234347498
GIN,2019,13442861496.4454,10.4003589799348,1031.34146480732,6.84396314620972,19.5,53.0455233599219,54.1370890415215
GIN,2020,14088693742.9464,9.56625663157385,1053.66097696415,5.77144193649292,17.32,54.4163397362852,54.4109522695187
GIN,2021,17069115737.8259,11.4227929712381,1244.96550477914,6.7185697555542,16.7,55.7973018069347,54.6990546597345
GMB,2011,1409693596.93594,5.48871420220461,710.608411468152,2.94032001495361,,196.026086956522,53.0717943767553
GMB,2012,1415004738.26621,5.74815979853717,692.579361628102,2.66229009628296,23.3,201.886758893281,53.2544138315678
GMB,2013,1375609453.43746,5.61120256265393,653.862713272743,,26.39,207.887351778656,53.4267554797358
GMB,2014,1229461721.40861,6.51178104456846,568.00453558864,,29.03,213.886166007905,53.6241388422788
GMB,2015,1378176608.93204,6.34925434673243,619.536364296461,,27.49,219.815118577075,53.834249856936
GMB,2016,1484578885.97132,5.58625701329089,650.056501323611,,,225.668873517787,54.0527842236268
GMB,2017,1504909462.69521,4.46929213423085,642.522641296331,,,231.441600790514,54.2934408794508
GMB,2018,1670671327.81651,4.25546144640921,696.219806960615,,,237.117786561265,54.5641373343913
GMB,2019,1813609692.49994,3.78717703681072,738.186751987483,,,242.771146245059,54.8603411531217
GMB,2020,1812170891.19069,2.61338378758132,720.335143352133,,,248.590217391304,55.1896892099263
GMB,2021,2014158842.14596,1.90207190148837,781.890925169531,,,254.546442687747,55.554725244608
GRC,2011,283228079776.041,8.14872583676611,25504.7866510124,105.812690734863,34.18,86.1512723041117,65.8451124997845
GRC,2012,238841140018.233,8.13642389483796,21624.346052551,110.122978210449,35.3,85.6866640806827,65.4403133152416
GRC,2013,236556279640.705,7.78048722385766,21573.3449762805,112.705833435059,37.71,85.067579519007,65.0482485111407
GRC,2014,233911581521.062,7.79323131183445,21474.7257123892,119.104209899902,38.95,84.5028161365399,64.7156591244612
GRC,2015,194567373678.099,8.2939794133625,17980.7298238137,,40.28,83.947889837083,64.4361225877416
GRC,2016,193097239005.87,8.1077472947053,17919.2426377048,131.403213500977,39.75,83.5994647013189,64.1636112798065
GRC,2017,200381103984.298,8.01771265830777,18631.9930129293,135.333923339844,38.85,83.4342823894492,63.9236489103791
GRC,2018,213298873494.394,8.18182062799694,19873.4015238771,140.950317382812,38.93,83.2651823118697,63.7348406022322
GRC,2019,207305649887.019,7.83958999296986,19335.3602002969,143.96272277832,38.9,83.1775174553918,63.5769463955355
GRC,2020,191362985554.861,8.42728042228222,17886.733165236,143.693344116211,36.79,82.999216446858,63.4362736718399
GRC,2021,218303801895.326,8.66558957724326,20654.7001960815,150.605484008789,36.3,81.9953995345229,63.1383476119661
GTM,2011,46876006272.2387,18.9568997751997,3168.98370607705,16.486270904541,29.33,138.037756625607,57.388835025771
GTM,2012,49593929487.1263,19.4267259519628,3286.61959336267,16.934289932251,28.4,140.814175065323,57.9383453416222
GTM,2013,52996446269.442,14.4164226540723,3444.15971843874,19.6571807861328,31.46,143.59217058604,58.4664825867373
GTM,2014,57852153058.502,14.0766487906713,3689.14472473545,18.3490905761719,30.75,146.339352370287,58.9667208167469
GTM,2015,62186064718.7424,14.326328695069,3893.50521848131,22.0697193145752,28.84,149.045754012691,59.4359269367157
GTM,2016,66053403469.0024,14.190600806824,4060.13755621218,16.1237926483154,27.3,151.817469204927,59.8961168521756
GTM,2017,71653754066.2763,14.1404419045845,4324.99607911366,17.1044540405273,27.9,154.603928704741,60.3424312037219
GTM,2018,73328365862.4329,13.9542763714142,4352.94651790253,17.5163669586182,25.51,157.201241134752,60.7606992532509
GTM,2019,77172317258.6478,13.8112907260869,4511.99755157656,22.6505107879639,25.07,159.609957073535,61.1806848214015
GTM,2020,77719464220.73,14.1081589463862,4477.61761796418,18.6944980621338,22.35,161.97578387458,61.6502064214905
GTM,2021,86478835636.3813,13.9283829228936,4913.94712869347,,24.1,164.227790220231,62.1568682212309
GUY,2011,3691384317.52178,6.01840110369443,4947.22170589917,11.1490097045898,34.83,3.79046482092964,63.6643557018467
GUY,2012,4063088535.76331,6.01570949241623,5444.39751913913,11.6349601745605,33.7,3.79115062230124,64.0113709376468
GUY,2013,4167800928.83553,6.3459503155219,5556.91231156932,,34.36,3.8101143002286,64.2139591998363
GUY,2014,4127660151.8087,6.04622180080549,5472.68820452237,,32.48,3.83149098298197,64.3505487060296
GUY,2015,4279840193.7046,5.9391007109179,5640.41560569466,,30.75,3.85461518923038,64.4153583181445
GUY,2016,4482697336.56174,4.96674325925782,5870.87823759835,,,3.8788315976632,64.4098340903257
GUY,2017,4748174334.14044,4.78930094706975,6178.6650437298,,,3.90388112776226,64.3353067132002
GUY,2018,4787636997.85343,4.66840695363972,6048.38697180418,,,4.02111252222504,64.8078372268274
GUY,2019,5173760191.84652,5.04918288096454,6405.82443444562,,,4.10294640589281,64.9468529650288
GUY,2020,5471256594.72422,4.24402392446419,6775.70939096303,,,4.10201168402337,64.5321285998503
GUY,2021,8041363893.04556,3.13504926250739,9860.87233445443,,,4.14265684531369,64.4780632803667
HKG,2011,248513617677.287,1.58072403757179,35142.4879344543,60.2208404541016,58.8,6734.85714285714,74.6727743972587
HKG,2012,262628865879.697,1.5021656221052,36730.796195815,60.9527893066406,58.7,6809.61904761905,74.4871693212986
HKG,2013,275696879834.966,1.41027589609527,38403.7777145477,68.0859069824219,59.43,6837.04761904762,74.0951580564497
HKG,2014,291459995978.893,1.2338468277725,40315.3739510191,69.6881790161133,56.82,6885.2380952381,73.6094696625815
HKG,2015,309385622601.348,1.11396500825592,42432.1619740441,68.7008666992188,57.23,6944.09523809524,73.0763745892758
HKG,2016,320860317562.562,1.07781344078812,43734.1980702999,70.3316421508789,55.69,6987.2380952381,72.5100177044859
HKG,2017,341273289534.466,1.02642830098086,46160.429791493,72.9228515625,53.88,7041.14285714286,71.8759568222049
HKG,2018,361731070995.726,0.972374903409678,48537.5668888343,78.2463226318359,54.62,7097.71428571429,71.2239751252594
HKG,2019,363074545072.389,1.03218885477863,48359.0011950597,83.8542098999023,55.54,7150.38095238095,70.5644998078365
HKG,2020,344943149590.058,0.953922818394398,46109.2299946609,89.9478988647461,54.24,7124.7619047619,69.8975753165571
HKG,2021,368954169748.818,0.912665495804877,49770.5642374739,97.3813323974609,53.7,7060.09523809524,69.1624998338255
HND,2011,17710275685.4074,17.1943940174517,2073.66121088074,,27.81,76.3301724908392,59.4687095717002
HND,2012,18528554397.5695,17.6861395577953,2126.03474686503,18.8540897369385,26.3,77.8896773616945,60.0397368858438
HND,2013,18499729214.904,17.2942592461772,2081.12843527945,19.3874206542969,28.8,79.4465814639378,60.592472222855
HND,2014,19756533971.8698,17.2545874850923,2179.88171977271,19.6584796905518,26.73,81.0002859951738,61.1323415301956
HND,2015,20979791685.416,17.5431120239302,2271.20265980349,20.2654304504395,27.48,82.5570202877826,61.6653017303207
HND,2016,21717604952.1835,17.1467725059127,2307.34468351082,20.9513092041016,26.94,84.121726695862,62.1810795994212
HND,2017,23136247990.5977,17.1266629002784,2413.0076562942,24.4584407806396,26.36,85.6925283760837,62.6597879577538
HND,2018,24067750760.499,16.8927082911441,2464.64241531918,26.2141990661621,24.95,87.2750916078291,63.0886349044908
HND,2019,24882225741.8119,16.5344925692041,2502.32744328073,25.126579284668,25.48,88.8697202609706,63.4708932102134
HND,2020,23352232483.755,16.2334694093705,2307.61494319511,22.7773380279541,22.95,90.4427562784878,63.825483721482
HND,2021,28144331506.6149,16.2151646162406,2735.14751503977,22.4562759399414,22.8,91.9642237912235,64.1540644341067
HRV,2011,62903737379.7834,13.6597627676113,14694.9993201417,59.3388595581055,37.98,76.4888499749839,66.9100271349628
HRV,2012,57551963753.2104,13.514937862597,13508.6836989693,62.0256614685059,40.7,76.1269387463369,66.8433180453821
HRV,2013,59852401272.3204,12.6084454384279,14136.3967669505,66.7111129760742,41.95,75.6543849617611,66.7137862494026
HRV,2014,59612144078.4133,12.7311178157245,14187.9694531493,68.6392517089844,40.75,75.0767993710242,66.4871658325589
HRV,2015,51005200669.6941,12.7361539594217,12285.3032582105,68.4413986206055,41.7,74.1856371953399,66.146261641978
HRV,2016,52654855638.1057,12.874923346888,12821.1738140304,69.5889511108398,38.29,73.3840861982703,65.7635720154282
HRV,2017,56186190437.9959,12.7593550106164,13902.6310485422,71.3775863647461,39.8,72.2144056893717,65.2937585801138
HRV,2018,61668130122.5878,12.2987948004737,15460.4183295843,72.8625411987305,40.73,71.2739439639768,64.7650804945653
HRV,2019,61467582193.6824,11.9940431374938,15563.8167397199,74.0501174926758,37.82,70.5701879779859,64.2827891136582
HRV,2020,57963370885.0798,12.1555164335867,14808.4620188819,74.738037109375,37.27,69.946497498213,63.8820518579105
HRV,2021,69006802298.6956,11.6570943256848,17789.9304736722,78.0067901611328,37.3,69.3170300214439,63.519292362808
HUN,2011,141942264554.475,18.4377347949251,14234.471576937,59.9984893798828,48.12,110.148315475533,68.7322393565328
HUN,2012,128814279315.132,18.4725080648162,12984.8365730133,60.6758003234863,46.5,109.580934496852,68.5314900042081
HUN,2013,135684315697.713,18.7141313676444,13715.0703590361,57.2066802978516,46.93,109.27959792334,68.2352317213276
HUN,2014,141033843265.669,19.438228788326,14294.2584180751,52.8164901733398,44.61,108.113828621521,67.8503265083229
HUN,2015,125174166987.372,20.215286547804,12717.038597002,50.0656509399414,43,107.85698005698,67.4528577545496
HUN,2016,128609822750.039,19.605726746561,13104.6995457458,49.47705078125,44.71,107.539151873767,67.0502119558858
HUN,2017,143112196040.326,19.1264888029734,14621.2395956755,49.910270690918,41.74,107.253626999781,66.6846693017279
HUN,2018,160565642983.587,18.5033366208224,16425.2050299693,50.8998908996582,44.94,107.117729563883,66.3242430335959
HUN,2019,164020460331.659,17.4329538120912,16786.2136399075,52.3610382080078,44.51,107.069263642341,65.8474599647003
HUN,2020,157288955508.176,17.3085871465959,16131.9540355923,54.6020393371582,41.53,106.839239535393,65.3516634491369
HUN,2021,182109999477.691,16.7329079767572,18755.1023464312,56.5250091552734,42.7,106.398104317335,65.0297164165967
IDN,2011,892969104529.572,21.7608545038476,3579.46442452684,25.4599514007568,27.78,132.872174396105,66.3459439088059
IDN,2012,917869913364.917,21.4509550553875,3632.272540431,29.5658359527588,28.1,134.591727167608,66.4915446182363
IDN,2013,912524136718.018,21.0286886817218,3566.60284506078,30.4385662078857,31.95,136.271572751061,66.6471548360078
IDN,2014,890814755511.014,21.0751760505565,3441.06808455308,30.5253391265869,31.81,137.882705314833,66.8074162395304
IDN,2015,860854232717.718,20.9857874310206,3288.22269737572,33.0326499938965,29.79,139.438934572699,66.9524898064165
IDN,2016,931877364034.196,20.5229746805052,3521.46943456251,35.4757537841797,29.07,140.945267664402,67.077798038297
IDN,2017,1015618744168.08,20.1600223614347,3798.88326177649,36.633861541748,30.1,142.393583234045,67.1982866155746
IDN,2018,1042271532953.49,19.8631933835963,3860.95353077708,36.7954559326172,29.8,143.781152680745,67.3141002204628
IDN,2019,1119099871385.79,19.7035390875513,4106.94856173421,37.925968170166,29.72,145.132688936836,67.4223673692444
IDN,2020,1059054842711.55,19.8664218856304,3853.70288778903,38.6503868103027,26.49,146.371283592869,67.5576712934403
IDN,2021,1186509691070.97,19.2434077817738,4287.17313989405,41.0022087097168,27.1,146.235107708626,67.7378359790672
IND,2011,1823051829894.55,16.1393374446289,1445.46127486037,23.8253688812256,34.52,424.199245255096,64.1076284698584
IND,2012,1827637590410.41,15.8169230071066,1429.32199520032,24.9402103424072,35.7,430.068210238834,64.4911322144707
IND,2013,1856721507621.58,15.253022692586,1432.84397512195,24.3906383514404,36.17,435.838110245225,64.8769968339134
IND,2014,2039126479154.52,15.0655701107589,1553.88396075118,25.991325378418,33.7,441.370107863944,65.2562148871274
IND,2015,2103588360044.94,15.5838545863713,1583.99815907985,27.2845668792725,31.74,446.666542669658,65.6177857140772
IND,2016,2294796885663.16,15.1622371332529,1707.50892912243,27.3043575286865,33.61,452.020992940243,65.9731160836743
IND,2017,2651474262755.45,15.0182387501718,1950.10468280866,27.9090518951416,35.47,457.30592394028,66.3274225183491
IND,2018,2702929641648.74,14.8815306673017,1966.25455171679,28.5316867828369,35.18,462.351569862673,66.6529850197096
IND,2019,2835606256558.19,13.4558075633394,2041.42863698585,29.0233592987061,36.58,467.185182245332,66.944203338595
IND,2020,2674851578587.27,14.1204853576923,1907.04251637669,29.8196392059326,35.59,471.755150192218,67.2377729174314
IND,2021,3167270623260.47,14.3770288531286,2239.61384367482,31.5741767883301,36.4,475.652042419085,67.5490478920304
IRL,2011,241337364609.738,20.5666933538867,52692.7813135606,67.7985916137695,54.1,66.4840179997097,66.9266273655847
IRL,2012,227270922957.327,19.5753517920768,49411.7387476787,68.1972503662109,58.7,66.7663376397155,66.4288763887645
IRL,2013,243301556084.989,19.0465456269223,52619.2123745817,71.6995468139648,57.91,67.1188271156917,66.0510609746196
IRL,2014,266787238499.03,19.5645553716209,57278.2590911107,73.813232421875,56.67,67.6112643344462,65.7693782746418
IRL,2015,302391428540.035,34.8578555737466,64311.8234684057,77.2321472167969,59.13,68.2531136594571,65.5717708523171
IRL,2016,305733136180.907,32.5945579382312,64292.659966313,77.5571365356445,59.03,69.027943097692,65.4546867857241
IRL,2017,348532394023.595,32.14300810415,72499.3268743015,77.7806167602539,58.13,69.7835389751778,65.3844318826392
IRL,2018,395461216460.418,32.8064047541631,81248.3135388,77.2828826904297,57.19,70.6534475250399,65.3471982002052
IRL,2019,407124824064.995,31.9371283375674,82508.4659883582,75.1799392700195,56.1,71.6263608651473,65.3435974647567
IRL,2020,436555518400.451,33.8161599902465,87567.1148972037,74.6803131103516,53.05,72.3672811728843,65.3365964179592
IRL,2021,531306516907.984,34.576136917272,105561.137468992,78.7776031494141,50.7,73.0608796632312,65.3403436125284
IRN,2011,629082257472.368,13.7921914678481,8025.68743364356,48.5700302124023,28.41,48.1247071391734,71.3834100127465
IRN,2012,644019315003.54,16.3771989024111,8114.08099831877,54.0766487121582,27.3,48.7306785530097,71.2923376098067
IRN,2013,500399839839.877,15.7296956213052,6222.74194840326,56.620189666748,27.3,49.3717220462192,71.1183425569699
IRN,2014,462284793280.825,15.5847556165887,5672.06372896319,64.9739227294922,26.14,50.0393213241976,70.8169422569891
IRN,2015,409191686496.677,13.4507444091979,4952.73355532178,72.1212768554688,28.37,50.7253137356025,70.4023483018424
IRN,2016,459042684192.698,12.9449949759878,5477.03712389913,69.1833267211914,30.52,51.4576905130283,69.9822148863528
IRN,2017,489168731811.147,13.75240253733,5753.11544659399,68.1274108886719,32.09,52.4047790446841,69.6037014420191
IRN,2018,398880231367.268,15.6371173490641,4631.78709016514,62.7104721069336,33.44,53.0773485362096,69.281644819472
IRN,2019,333519146339.191,18.0455961757143,3831.27894763337,59.9513702392578,34.43,53.6527876733436,69.0709368826133
IRN,2020,262186179355.944,21.1394869566356,2988.78122414716,57.3403282165527,30.89,54.0668369799692,68.9964842123217
IRN,2021,383436202446.695,21.215094973435,4334.79268631354,55.7980690002441,32.9,54.518020338983,69.0444241800148
IRQ,2011,185749664444.444,2.82190329286093,5775.54229080293,,,74.0500644685946,55.9199937154523
IRQ,2012,218002476129.472,2.72177631792452,6477.59618450955,,,77.4885844538589,56.0511596510963
IRQ,2013,234637675128.645,2.29763484409581,6650.35282247395,,,81.2709362215752,56.1925448704153
IRQ,2014,228415656174.957,1.87706381634762,6249.39226978969,,,84.1918950171378,56.359534193912
IRQ,2015,166774104959.102,2.1752084247609,4440.14189252367,,,86.5194942505436,56.578440064531
IRQ,2016,166743557747.671,2.25286887717333,4334.42096404188,,,88.6135586739395,56.8371861260833
IRQ,2017,187217660050.676,2.17439874253532,4759.2846435467,,,90.6123378358457,57.1233026644764
IRQ,2018,227367469034.031,2.03197771830623,5646.68932074742,,,92.7505804739616,57.4360991222178
IRQ,2019,233636097800.338,2.13753149649538,5671.8568632942,,,94.8848519330704,57.7716971724032
IRQ,2020,180898797516.874,2.5884272681538,4295.18945121228,,,97.0142561640806,58.1449271391287
IRQ,2021,209691945713.103,2.47340478053043,4868.49431080783,,,99.2131606346515,58.5567231735918
ISL,2011,15221622925.9319,13.2112211664093,47714.5922308485,79.9194183349609,55.1,3.18218453865337,66.7158618398995
ISL,2012,14751508133.5443,11.6563146361717,45995.5478789467,79.5824813842773,55.7,3.19916209476309,66.5237088210497
ISL,2013,16125060515.3117,11.6086029118481,49804.9829978371,78.3723907470703,56.4,3.22956608478803,66.3391846810061
ISL,2014,17867662177.8911,11.3993450164608,54576.7448146565,80.3950881958008,54.05,3.2656957605985,66.1933513988016
ISL,2015,17517210519.0912,10.7328454256169,52951.6815110898,75.6419982910156,57.02,3.29990024937656,66.1278163114535
ISL,2016,20793168030.9524,9.27725793391613,61987.9263620283,74.7006301879883,55.99,3.34602493765586,66.1907152978409
ISL,2017,24728285177.4603,8.86785680948039,72010.1490316258,71.3372497558594,55.76,3.42543640897756,66.4230208874586
ISL,2018,26260850582.0687,8.51658805690473,74452.1890731447,69.3402328491211,51.24,3.49817514628583,66.7002499617406
ISL,2019,24681343649.2952,8.48556916104706,68452.23622306,70.6093521118164,51.53,3.5759496181692,66.8280660217161
ISL,2020,21629953194.0659,8.90023186550916,59023.5663465778,74.5906066894531,49.23,3.63446394922146,66.7078998619802
ISL,2021,25825287184.3818,9.79680948092188,69325.9078287926,86.5232086181641,51.8,3.69453535654071,66.5075333395055
